 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
40,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0040-0001-0093:c:1/2 t:40/241 - 1 - Position 8.Project Maximum Z,12.2936,6.0042,10.2188,6.0042,10.2188,16.0204,6.0642,2.5812,91.2338,0.6019,40,2.3494,0.4256,0.8502
41,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0041-0001-0113:c:1/2 t:41/241 - 1 - Position 8.Project Maximum Z,11.8943,6.0587,12.2390,6.0587,12.2390,16.0470,6.8124,2.2230,74.2921,0.5804,41,3.0645,0.3263,0.9077
42,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0042-0001-0114:c:1/2 t:42/241 - 1 - Position 8.Project Maximum Z,11.8217,5.8512,12.6334,5.8512,12.6334,15.4404,6.4566,2.3312,66.7121,0.6231,42,2.7696,0.3611,0.9200
43,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0043-0001-0102:c:1/2 t:43/241 - 1 - Position 8.Project Maximum Z,10.6480,5.9289,11.2513,5.9289,11.2513,13.1337,4.9639,2.7312,91.9617,0.7757,43,1.8175,0.5502,0.9534
44,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0044-0001-0064:c:1/2 t:44/241 - 1 - Position 8.Project Maximum Z,13.4310,5.3708,7.0802,5.3708,7.0802,18.5471,8.1280,2.1039,107.7559,0.4906,44,3.8632,0.2589,0.8988
45,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0045-0001-0066:c:1/2 t:45/241 - 1 - Position 8.Project Maximum Z,12.4509,5.6113,7.2435,5.6113,7.2435,15.8537,6.3879,2.4817,107.0262,0.6225,45,2.5740,0.3885,0.8821
46,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0046-0001-0075:c:1/2 t:46/241 - 1 - Position 8.Project Maximum Z,9.2807,6.2953,8.3404,6.2953,8.3404,12.3825,4.7206,2.5032,94.3524,0.7606,46,1.8858,0.5303,0.9230
47,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0047-0001-0074:c:1/2 t:47/241 - 1 - Position 8.Project Maximum Z,12.8744,5.9102,8.0160,5.9102,8.0160,15.1026,5.9135,2.7720,110.0917,0.7093,47,2.1333,0.4688,0.9040
48,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0048-0001-0061:c:1/2 t:48/241 - 1 - Position 8.Project Maximum Z,12.2331,4.8293,6.6108,4.8293,6.6108,15.5094,6.7613,2.3036,132.3884,0.6391,48,2.9350,0.3407,0.9039
49,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0049-0001-0077:c:1/2 t:49/241 - 1 - Position 8.Project Maximum Z,10.4786,5.8319,8.1589,5.8319,8.1589,13.8848,5.2819,2.5259,99.8992,0.6830,49,2.0911,0.4782,0.9068
50,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0050-0001-0115:c:1/2 t:50/241 - 1 - Position 8.Project Maximum Z,12.6687,5.4685,12.6124,5.4685,12.6124,18.3225,8.1986,1.9674,80.9614,0.4742,50,4.1671,0.2400,0.9221
51,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0051-0001-0126:c:1/2 t:51/241 - 1 - Position 8.Project Maximum Z,11.9911,5.4101,13.6577,5.4101,13.6577,16.6049,6.9593,2.1938,72.7210,0.5465,51,3.1722,0.3152,0.8731
52,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0052-0001-0109:c:1/2 t:52/241 - 1 - Position 8.Project Maximum Z,8.8693,6.0246,11.9920,6.0246,11.9920,11.8781,4.5481,2.4830,75.7156,0.7900,52,1.8317,0.5459,0.9397
53,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0053-0001-0100:c:1/2 t:53/241 - 1 - Position 8.Project Maximum Z,9.8252,5.9855,11.1557,5.9855,11.1557,12.7314,5.0605,2.4721,82.2874,0.7617,53,2.0471,0.4885,0.9366
54,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0054-0001-0095:c:1/2 t:54/241 - 1 - Position 8.Project Maximum Z,10.1519,6.0895,10.6180,6.0895,10.6180,13.3647,5.4828,2.3575,81.6413,0.7142,54,2.3257,0.4300,0.9540
55,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0055-0001-0104:c:1/2 t:55/241 - 1 - Position 8.Project Maximum Z,9.3654,6.1475,11.4697,6.1475,11.4697,11.7603,4.2983,2.7742,74.8284,0.8509,55,1.5493,0.6454,0.9579
56,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0056-0001-0116:c:1/2 t:56/241 - 1 - Position 8.Project Maximum Z,10.6843,5.4646,12.6610,5.4646,12.6610,13.7182,5.4740,2.4852,61.0594,0.7134,56,2.2027,0.4540,0.9359
57,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0057-0001-0102:c:1/2 t:57/241 - 1 - Position 8.Project Maximum Z,10.3697,5.7876,11.3183,5.7876,11.3183,13.1714,5.3084,2.4872,82.8707,0.7511,57,2.1343,0.4685,0.9624
58,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0058-0001-0071:c:1/2 t:58/241 - 1 - Position 8.Project Maximum Z,12.3662,5.8362,7.6786,5.8362,7.6786,17.6782,7.2557,2.1700,97.8877,0.4972,58,3.3436,0.2991,0.8713
59,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0059-0001-0059:c:1/2 t:59/241 - 1 - Position 8.Project Maximum Z,13.1043,5.4774,6.2587,5.4774,6.2587,17.1516,6.7847,2.4592,112.1583,0.5598,59,2.7589,0.3625,0.8629
60,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0060-0001-0068:c:1/2 t:60/241 - 1 - Position 8.Project Maximum Z,9.6437,5.9553,7.4671,5.9553,7.4671,12.6670,4.8316,2.5413,101.0275,0.7553,60,1.9012,0.5260,0.9399
61,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0061-0001-0066:c:1/2 t:61/241 - 1 - Position 8.Project Maximum Z,10.7206,6.1206,7.3365,6.1206,7.3365,13.3159,4.6502,2.9354,102.0081,0.7598,61,1.5842,0.6312,0.9317
62,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0062-0001-0067:c:1/2 t:62/241 - 1 - Position 8.Project Maximum Z,11.9669,5.7747,7.1810,5.7747,7.1810,14.0937,5.0979,2.9888,128.3077,0.7571,62,1.7057,0.5863,0.9234
63,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0063-0001-0068:c:1/2 t:63/241 - 1 - Position 8.Project Maximum Z,10.9263,5.8710,7.3188,5.8710,7.3188,12.9026,4.6880,2.9675,122.0932,0.8248,63,1.5798,0.6330,0.9387
64,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0064-0001-0075:c:1/2 t:64/241 - 1 - Position 8.Project Maximum Z,11.3619,6.4652,8.3084,6.4652,8.3084,15.5316,5.9504,2.4312,117.8667,0.5919,64,2.4475,0.4086,0.8934
65,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0065-0001-0102:c:1/2 t:65/241 - 1 - Position 8.Project Maximum Z,12.4872,6.4339,11.1215,6.4339,11.1215,17.7159,7.6198,2.0866,83.9931,0.5000,65,3.6518,0.2738,0.8654
66,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0066-0001-0087:c:1/2 t:66/241 - 1 - Position 8.Project Maximum Z,11.3861,6.5817,9.5971,6.5817,9.5971,14.2981,5.8135,2.4937,93.6617,0.6999,66,2.3312,0.4290,0.9335
67,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0067-0001-0071:c:1/2 t:67/241 - 1 - Position 8.Project Maximum Z,11.8822,5.8563,7.6991,5.8563,7.6991,14.8071,5.8381,2.5914,116.7782,0.6810,67,2.2529,0.4439,0.9160
68,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0068-0001-0059:c:1/2 t:68/241 - 1 - Position 8.Project Maximum Z,12.6445,4.9552,6.3656,4.9552,6.3656,16.3894,7.0932,2.2697,126.5972,0.5915,68,3.1252,0.3200,0.9264
69,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0069-0001-0069:c:1/2 t:69/241 - 1 - Position 8.Project Maximum Z,9.5106,5.7581,7.4583,5.7581,7.4583,12.0604,4.5221,2.6778,119.1427,0.8217,69,1.6888,0.5921,0.9510
70,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0070-0001-0097:c:1/2 t:70/241 - 1 - Position 8.Project Maximum Z,12.9228,6.2844,10.4309,6.2844,10.4309,16.9114,7.3681,2.2331,89.4890,0.5678,70,3.2995,0.3031,0.9132
71,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0071-0001-0107:c:1/2 t:71/241 - 1 - Position 8.Project Maximum Z,12.8986,6.1658,11.7275,6.1658,11.7275,16.8359,7.1928,2.2833,77.8544,0.5718,71,3.1502,0.3174,0.8806
72,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0072-0001-0102:c:1/2 t:72/241 - 1 - Position 8.Project Maximum Z,11.0957,6.4289,11.1715,6.4289,11.1715,14.5292,6.1340,2.3031,82.4164,0.6605,72,2.6633,0.3755,0.9324
73,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0073-0001-0079:c:1/2 t:73/241 - 1 - Position 8.Project Maximum Z,10.9505,6.1988,8.9561,6.1988,8.9561,14.3736,6.0060,2.3215,90.2488,0.6661,73,2.5871,0.3865,0.9398
74,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0074-0001-0057:c:1/2 t:74/241 - 1 - Position 8.Project Maximum Z,12.0516,5.6956,6.3351,5.6956,6.3351,16.4916,6.9987,2.1925,116.6719,0.5568,74,3.1922,0.3133,0.8849
75,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0075-0001-0058:c:1/2 t:75/241 - 1 - Position 8.Project Maximum Z,10.2366,5.7604,6.3593,5.7604,6.3593,13.9538,5.6870,2.2918,125.0295,0.6607,75,2.4814,0.4030,0.8976
76,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0076-0001-0065:c:1/2 t:76/241 - 1 - Position 8.Project Maximum Z,9.4743,6.0714,7.2251,6.0714,7.2251,12.6292,4.8981,2.4628,114.7608,0.7465,76,1.9888,0.5028,0.9223
77,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0077-0001-0066:c:1/2 t:77/241 - 1 - Position 8.Project Maximum Z,8.9419,5.9742,7.2508,5.9742,7.2508,12.3448,4.8641,2.3406,108.9687,0.7373,77,2.0781,0.4812,0.9349
78,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0078-0001-0081:c:1/2 t:78/241 - 1 - Position 8.Project Maximum Z,11.6644,6.2322,8.7028,6.2322,8.7028,14.7758,5.9608,2.4915,95.9631,0.6714,78,2.3924,0.4180,0.9133
79,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0079-0001-0117:c:1/2 t:79/241 - 1 - Position 8.Project Maximum Z,13.2737,5.8874,12.6597,5.8874,12.6597,18.1182,8.0061,2.1110,73.9997,0.5081,79,3.7927,0.2637,0.9096
80,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0080-0001-0115:c:1/2 t:80/241 - 1 - Position 8.Project Maximum Z,12.9470,5.7977,12.7646,5.7977,12.7646,16.2026,6.7748,2.4332,70.7703,0.6197,80,2.7842,0.3592,0.9188
81,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0081-0001-0101:c:1/2 t:81/241 - 1 - Position 8.Project Maximum Z,9.7647,6.2192,11.2314,6.2192,11.2314,12.1892,4.1845,2.9711,63.1465,0.8259,81,1.4084,0.7100,0.9400
82,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0082-0001-0095:c:1/2 t:82/241 - 1 - Position 8.Project Maximum Z,10.9384,6.2313,10.6660,6.2313,10.6660,13.4982,4.8982,2.8433,91.0035,0.7544,82,1.7227,0.5805,0.9243
83,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0083-0001-0080:c:1/2 t:83/241 - 1 - Position 8.Project Maximum Z,12.2210,6.1329,8.8648,6.1329,8.8648,16.3692,7.0394,2.2105,92.7466,0.5731,83,3.1846,0.3140,0.9317
84,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0084-0001-0073:c:1/2 t:84/241 - 1 - Position 8.Project Maximum Z,11.5313,5.7455,7.7273,5.7455,7.7273,16.4760,6.3737,2.3036,110.9917,0.5338,84,2.7669,0.3614,0.8287
85,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0085-0001-0069:c:1/2 t:85/241 - 1 - Position 8.Project Maximum Z,10.6843,5.7688,7.4262,5.7688,7.4262,14.1204,5.4106,2.5143,115.3558,0.6734,85,2.1520,0.4647,0.8799
86,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0086-0001-0076:c:1/2 t:86/241 - 1 - Position 8.Project Maximum Z,9.0871,6.1112,8.1767,6.1112,8.1767,12.2270,4.6496,2.4884,99.7440,0.7638,86,1.8685,0.5352,0.9341
87,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0087-0001-0103:c:1/2 t:87/241 - 1 - Position 8.Project Maximum Z,12.7655,5.9929,11.3096,5.9929,11.3096,16.9114,7.6287,2.1306,81.9155,0.5609,87,3.5806,0.2793,0.9415
88,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0088-0001-0107:c:1/2 t:88/241 - 1 - Position 8.Project Maximum Z,12.5719,5.8783,11.8835,5.8783,11.8835,16.2404,6.9860,2.2913,76.3377,0.5990,88,3.0489,0.3280,0.9150
89,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0089-0001-0101:c:1/2 t:89/241 - 1 - Position 8.Project Maximum Z,11.1804,6.1157,11.1419,6.1157,11.1419,14.4914,6.1647,2.3092,80.1770,0.6690,89,2.6697,0.3746,0.9347
90,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0090-0001-0096:c:1/2 t:90/241 - 1 - Position 8.Project Maximum Z,9.6921,6.1452,10.4701,6.1452,10.4701,12.7314,4.9722,2.4819,80.7912,0.7514,90,2.0034,0.4991,0.9530
91,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0091-0001-0092:c:1/2 t:91/241 - 1 - Position 8.Project Maximum Z,9.3654,6.1999,10.1018,6.1999,10.1018,12.2270,4.5935,2.5959,82.6601,0.7872,91,1.7695,0.5651,0.9433
92,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0092-0001-0101:c:1/2 t:92/241 - 1 - Position 8.Project Maximum Z,11.0836,5.8639,11.1349,5.8639,11.1349,14.2604,5.8216,2.4241,71.9031,0.6849,92,2.4016,0.4164,0.9502
93,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0093-0001-0111:c:1/2 t:93/241 - 1 - Position 8.Project Maximum Z,11.5797,5.4936,12.2242,5.4936,12.2242,14.6893,6.1084,2.4137,64.1687,0.6744,93,2.5308,0.3951,0.9341
94,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0094-0001-0108:c:1/2 t:94/241 - 1 - Position 8.Project Maximum Z,10.1398,5.5945,11.8947,5.5945,11.8947,13.7449,5.7164,2.2585,61.6105,0.6745,94,2.5310,0.3951,0.9234
95,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0095-0001-0124:c:1/2 t:95/241 - 1 - Position 8.Project Maximum Z,12.5840,5.1149,13.4431,5.1149,13.4431,16.3204,7.0078,2.2864,71.9222,0.5937,95,3.0650,0.3263,0.9208
96,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0096-0001-0117:c:1/2 t:96/241 - 1 - Position 8.Project Maximum Z,10.7690,5.1836,12.8359,5.1836,12.8359,14.4049,6.0266,2.2752,65.9348,0.6522,96,2.6489,0.3775,0.9403
97,RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0097-0001-0111:c:1/2 t:97/241 - 1 - Position 8.Project Maximum Z,10.1156,5.3333,12.3143,5.3333,12.3143,13.3159,5.3731,2.3970,67.6291,0.7169,97,2.2416,0.4461,0.9336
