 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
31,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0031-0001-0051:c:1/2 t:31/241 - 1 - Position 2.Project Maximum Z,11.5434,2.9645,5.3114,2.9645,5.3114,17.4582,7.1444,2.0572,73.8754,0.4759,31,3.4728,0.2879,0.8314
32,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0032-0001-0065:c:1/2 t:32/241 - 1 - Position 2.Project Maximum Z,9.4864,2.7138,6.8996,2.7138,6.8996,14.5181,5.6187,2.1497,91.6919,0.5656,32,2.6137,0.3826,0.9011
33,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0033-0001-0095:c:1/2 t:33/241 - 1 - Position 2.Project Maximum Z,10.7690,2.8721,10.1761,2.8721,10.1761,16.7025,7.6002,1.8041,89.3150,0.4851,33,4.2128,0.2374,0.9218
34,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0034-0001-0101:c:1/2 t:34/241 - 1 - Position 2.Project Maximum Z,11.8822,3.0485,11.2081,3.0485,11.2081,16.9492,7.7849,1.9434,92.0321,0.5198,34,4.0059,0.2496,0.9343
35,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0035-0001-0090:c:1/2 t:35/241 - 1 - Position 2.Project Maximum Z,9.3170,3.1997,10.0307,3.1997,10.0307,14.2825,6.3379,1.8717,91.0887,0.5740,35,3.3861,0.2953,0.9048
36,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0036-0001-0107:c:1/2 t:36/241 - 1 - Position 2.Project Maximum Z,11.7370,3.2526,11.9429,3.2526,11.9429,17.9847,8.1597,1.8314,98.7813,0.4560,36,4.4554,0.2244,0.9177
37,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0037-0001-0102:c:1/2 t:37/241 - 1 - Position 2.Project Maximum Z,9.1839,3.2298,11.5401,3.2298,11.5401,14.9425,6.6107,1.7688,96.8807,0.5169,37,3.7374,0.2676,0.9020
38,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0038-0001-0076:c:1/2 t:38/241 - 1 - Position 2.Project Maximum Z,10.3818,3.1277,8.5086,3.1277,8.5086,15.0713,6.8349,1.9340,94.1617,0.5744,38,3.5341,0.2830,0.9549
39,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0039-0001-0063:c:1/2 t:39/241 - 1 - Position 2.Project Maximum Z,10.7085,3.3209,6.9390,3.3209,6.9390,16.8313,7.7704,1.7547,86.6483,0.4750,39,4.4284,0.2258,0.9190
40,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0040-0001-0073:c:1/2 t:40/241 - 1 - Position 2.Project Maximum Z,7.9255,3.2640,8.0672,3.2640,8.0672,13.0536,5.3832,1.8745,89.5552,0.5845,40,2.8717,0.3482,0.9212
41,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0041-0001-0106:c:1/2 t:41/241 - 1 - Position 2.Project Maximum Z,10.9505,3.2618,11.8220,3.2618,11.8220,17.7914,7.9391,1.7562,95.4033,0.4347,41,4.5206,0.2212,0.8782
42,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0042-0001-0113:c:1/2 t:42/241 - 1 - Position 2.Project Maximum Z,9.7526,3.4597,12.6830,3.4597,12.6830,15.6448,6.4450,1.9267,104.9163,0.5007,42,3.3452,0.2989,0.8212
43,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0043-0001-0102:c:1/2 t:43/241 - 1 - Position 2.Project Maximum Z,9.0750,3.1978,11.5042,3.1978,11.5042,13.7403,5.6277,2.0532,93.7414,0.6040,43,2.7410,0.3648,0.9130
44,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0044-0001-0068:c:1/2 t:44/241 - 1 - Position 2.Project Maximum Z,11.2772,2.8072,7.6090,2.8072,7.6090,17.9203,8.1700,1.7575,97.5645,0.4413,44,4.6487,0.2151,0.8889
45,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0045-0001-0053:c:1/2 t:45/241 - 1 - Position 2.Project Maximum Z,10.8658,2.8895,5.6846,2.8895,5.6846,16.9648,7.0469,1.9633,82.4406,0.4744,45,3.5894,0.2786,0.8254
46,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0046-0001-0077:c:1/2 t:46/241 - 1 - Position 2.Project Maximum Z,9.7768,2.7595,8.3648,2.7595,8.3648,15.1514,6.3245,1.9683,94.3829,0.5352,46,3.2132,0.3112,0.8978
47,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0047-0001-0102:c:1/2 t:47/241 - 1 - Position 2.Project Maximum Z,11.2772,3.4262,11.4766,3.4262,11.4766,18.1025,8.1105,1.7704,100.5859,0.4324,47,4.5812,0.2183,0.8966
48,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0048-0001-0094:c:1/2 t:48/241 - 1 - Position 2.Project Maximum Z,9.7405,3.3057,10.3574,3.3057,10.3574,12.1092,4.7168,2.6293,91.8795,0.8348,48,1.7940,0.5574,0.9687
49,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0049-0001-0072:c:1/2 t:49/241 - 1 - Position 2.Project Maximum Z,11.4708,2.7719,7.8383,2.7719,7.8383,17.5447,8.1152,1.7997,97.5904,0.4683,49,4.5092,0.2218,0.9222
50,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0050-0001-0085:c:1/2 t:50/241 - 1 - Position 2.Project Maximum Z,10.3939,3.2826,9.4173,3.2826,9.4173,13.4292,5.3660,2.4663,85.9657,0.7243,50,2.1758,0.4596,0.9409
51,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0051-0001-0114:c:1/2 t:51/241 - 1 - Position 2.Project Maximum Z,10.1398,3.6104,12.5206,3.6104,12.5206,15.1670,6.3256,2.0410,107.6504,0.5539,51,3.0993,0.3227,0.8882
52,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0052-0001-0105:c:1/2 t:52/241 - 1 - Position 2.Project Maximum Z,9.0145,3.2618,11.7819,3.2618,11.7819,12.9514,5.2039,2.2056,90.9715,0.6753,52,2.3594,0.4238,0.9209
53,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0053-0001-0075:c:1/2 t:53/241 - 1 - Position 2.Project Maximum Z,11.7491,2.8371,8.4544,2.8371,8.4544,18.0381,8.1710,1.8308,100.2299,0.4538,53,4.4631,0.2241,0.9204
54,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0054-0001-0087:c:1/2 t:54/241 - 1 - Position 2.Project Maximum Z,9.7405,3.0429,9.3756,3.0429,9.3756,14.6203,6.2870,1.9726,95.0600,0.5726,54,3.1871,0.3138,0.8999
55,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0055-0001-0101:c:1/2 t:55/241 - 1 - Position 2.Project Maximum Z,9.8494,3.0654,11.1819,3.0654,11.1819,14.3736,6.1501,2.0391,89.2111,0.5991,55,3.0161,0.3316,0.9416
56,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0056-0001-0104:c:1/2 t:56/241 - 1 - Position 2.Project Maximum Z,9.8857,3.1623,11.5633,3.1623,11.5633,14.3469,6.2351,2.0187,94.1927,0.6035,56,3.0887,0.3238,0.9279
57,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0057-0001-0088:c:1/2 t:57/241 - 1 - Position 2.Project Maximum Z,9.0387,3.1874,9.7964,3.1874,9.7964,12.9892,5.4233,2.1220,97.0788,0.6732,57,2.5557,0.3913,0.9486
58,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0058-0001-0058:c:1/2 t:58/241 - 1 - Position 2.Project Maximum Z,11.4345,3.0691,6.3344,3.0691,6.3344,18.2958,8.1780,1.7802,89.1128,0.4293,58,4.5938,0.2177,0.8702
59,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0059-0001-0074:c:1/2 t:59/241 - 1 - Position 2.Project Maximum Z,9.5953,3.1704,7.8130,3.1704,7.8130,14.4113,6.0619,2.0154,92.4541,0.5806,59,3.0078,0.3325,0.9168
60,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0060-0001-0088:c:1/2 t:60/241 - 1 - Position 2.Project Maximum Z,9.9825,3.0925,9.5289,3.0925,9.5289,14.9958,6.5109,1.9521,86.1212,0.5578,60,3.3353,0.2998,0.9061
61,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0061-0001-0103:c:1/2 t:61/241 - 1 - Position 2.Project Maximum Z,11.0957,3.2223,11.3523,3.2223,11.3523,16.7936,7.6892,1.8373,92.5868,0.4944,61,4.1851,0.2389,0.9207
62,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0062-0001-0102:c:1/2 t:62/241 - 1 - Position 2.Project Maximum Z,10.2608,3.2757,11.1677,3.2757,11.1677,16.0425,7.4724,1.7484,93.4421,0.5010,62,4.2740,0.2340,0.9283
63,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0063-0001-0103:c:1/2 t:63/241 - 1 - Position 2.Project Maximum Z,11.0110,3.3707,11.3775,3.3707,11.3775,16.2892,7.4553,1.8805,93.8678,0.5215,63,3.9646,0.2522,0.9206
64,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0064-0001-0092:c:1/2 t:64/241 - 1 - Position 2.Project Maximum Z,7.7924,3.3067,10.2283,3.3067,10.2283,12.3025,5.2821,1.8783,90.7927,0.6470,64,2.8121,0.3556,0.9200
65,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0065-0001-0068:c:1/2 t:65/241 - 1 - Position 2.Project Maximum Z,11.8338,3.0097,7.5775,3.0097,7.5775,17.2980,8.0801,1.8647,96.0908,0.4970,65,4.3331,0.2308,0.9345
66,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0066-0001-0057:c:1/2 t:66/241 - 1 - Position 2.Project Maximum Z,11.0594,3.2472,6.1259,3.2472,6.1259,17.3625,8.0971,1.7391,88.1471,0.4610,66,4.6560,0.2148,0.9090
67,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0067-0001-0076:c:1/2 t:67/241 - 1 - Position 2.Project Maximum Z,9.4017,3.3975,8.4143,3.3975,8.4143,12.1469,4.6705,2.5630,88.9188,0.8007,67,1.8223,0.5488,0.9557
68,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0068-0001-0105:c:1/2 t:68/241 - 1 - Position 2.Project Maximum Z,10.9505,3.5363,11.6578,3.5363,11.6578,18.0915,7.9857,1.7460,103.4006,0.4204,68,4.5738,0.2186,0.8276
69,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0069-0001-0116:c:1/2 t:69/241 - 1 - Position 2.Project Maximum Z,12.0153,3.9021,13.0356,3.9021,13.0356,17.1894,7.2679,2.1049,113.9606,0.5110,69,3.4528,0.2896,0.8583
70,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0070-0001-0104:c:1/2 t:70/241 - 1 - Position 2.Project Maximum Z,10.2729,3.4875,11.6278,3.4875,11.6278,14.6847,6.1158,2.1387,99.8988,0.5986,70,2.8596,0.3497,0.9080
71,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0071-0001-0088:c:1/2 t:71/241 - 1 - Position 2.Project Maximum Z,9.2323,3.4486,9.8754,3.4486,9.8754,12.6937,4.8502,2.4236,103.1125,0.7200,71,2.0012,0.4997,0.9356
72,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0072-0001-0059:c:1/2 t:72/241 - 1 - Position 2.Project Maximum Z,11.4103,3.3789,6.4328,3.3789,6.4328,18.2314,8.1285,1.7873,89.2035,0.4314,72,4.5479,0.2199,0.8636
73,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0073-0001-0057:c:1/2 t:73/241 - 1 - Position 2.Project Maximum Z,10.5754,3.2135,6.0924,3.2135,6.0924,16.1603,6.9107,1.9484,89.6950,0.5089,73,3.5468,0.2819,0.8688
74,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0074-0001-0080:c:1/2 t:74/241 - 1 - Position 2.Project Maximum Z,8.0465,3.2225,8.9404,3.2225,8.9404,11.7069,4.7212,2.1700,84.9489,0.7378,74,2.1756,0.4596,0.9333
75,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0075-0001-0098:c:1/2 t:75/241 - 1 - Position 2.Project Maximum Z,9.7405,3.3245,10.9055,3.3245,10.9055,16.0692,7.3639,1.6842,92.5931,0.4740,75,4.3725,0.2287,0.8783
76,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0076-0001-0087:c:1/2 t:76/241 - 1 - Position 2.Project Maximum Z,9.4864,3.3759,9.6599,3.3759,9.6599,14.5936,6.3394,1.9053,93.4040,0.5597,76,3.3273,0.3005,0.8745
77,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0077-0001-0073:c:1/2 t:77/241 - 1 - Position 2.Project Maximum Z,8.6031,3.8742,8.0581,3.8742,8.0581,12.4470,5.0259,2.1795,75.5914,0.6978,77,2.3060,0.4337,0.9486
78,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0078-0001-0053:c:1/2 t:78/241 - 1 - Position 2.Project Maximum Z,11.0110,4.4050,5.7980,4.4050,5.7980,16.2404,7.1699,1.9554,76.8176,0.5246,78,3.6668,0.2727,0.9201
79,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0079-0001-0072:c:1/2 t:79/241 - 1 - Position 2.Project Maximum Z,8.2764,3.6916,7.8843,3.6916,7.8843,11.6314,4.4659,2.3596,81.6569,0.7688,79,1.8927,0.5284,0.9507
80,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0080-0001-0099:c:1/2 t:80/241 - 1 - Position 2.Project Maximum Z,11.3740,3.4366,10.8444,3.4366,10.8444,17.1425,7.8833,1.8370,91.6257,0.4864,80,4.2913,0.2330,0.9008
81,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0081-0001-0109:c:1/2 t:81/241 - 1 - Position 2.Project Maximum Z,11.6765,3.7858,12.1182,3.7858,12.1182,17.2225,7.7288,1.9236,101.2957,0.4947,81,4.0179,0.2489,0.9173
82,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0082-0001-0104:c:1/2 t:82/241 - 1 - Position 2.Project Maximum Z,9.2565,3.7202,11.6460,3.7202,11.6460,14.8136,6.5902,1.7884,100.6995,0.5301,82,3.6850,0.2714,0.9048
83,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0083-0001-0093:c:1/2 t:83/241 - 1 - Position 2.Project Maximum Z,9.3775,3.5270,10.3693,3.5270,10.3693,13.2358,5.5551,2.1493,100.3113,0.6727,83,2.5846,0.3869,0.9480
84,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0084-0001-0092:c:1/2 t:84/241 - 1 - Position 2.Project Maximum Z,10.1156,3.5700,10.2745,3.5700,10.2745,14.4270,5.9429,2.1672,100.0307,0.6107,84,2.7422,0.3647,0.9243
85,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0085-0001-0084:c:1/2 t:85/241 - 1 - Position 2.Project Maximum Z,8.4942,3.4138,9.2850,3.4138,9.2850,12.1736,5.0850,2.1269,98.0138,0.7203,85,2.3908,0.4183,0.9398
86,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0086-0001-0067:c:1/2 t:86/241 - 1 - Position 2.Project Maximum Z,10.9626,3.2330,7.3412,3.2330,7.3412,17.5180,8.1558,1.7114,94.2756,0.4489,86,4.7655,0.2098,0.8891
87,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0087-0001-0058:c:1/2 t:87/241 - 1 - Position 2.Project Maximum Z,11.3014,3.2684,6.1840,3.2684,6.1840,17.4803,7.6813,1.8733,87.4984,0.4648,87,4.1005,0.2439,0.8347
88,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0088-0001-0054:c:1/2 t:88/241 - 1 - Position 2.Project Maximum Z,11.1441,3.3988,5.7281,3.3988,5.7281,16.8847,7.4475,1.9052,85.5394,0.4912,88,3.9091,0.2558,0.8652
89,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0089-0001-0072:c:1/2 t:89/241 - 1 - Position 2.Project Maximum Z,7.8771,3.1855,7.8664,3.1855,7.8664,11.7980,4.8196,2.0810,97.0920,0.7111,89,2.3161,0.4318,0.9401
90,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0090-0001-0101:c:1/2 t:90/241 - 1 - Position 2.Project Maximum Z,10.7206,4.0386,11.3552,4.0386,11.3552,17.8227,7.7882,1.7526,110.7496,0.4241,90,4.4437,0.2250,0.8158
91,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0091-0001-0111:c:1/2 t:91/241 - 1 - Position 2.Project Maximum Z,10.2729,4.4258,12.4060,4.4258,12.4060,16.3849,7.2762,1.7976,112.2971,0.4809,91,4.0476,0.2471,0.8835
92,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0092-0001-0105:c:1/2 t:92/241 - 1 - Position 2.Project Maximum Z,9.5106,4.1440,11.9077,4.1440,11.9077,14.3782,5.6670,2.1368,106.7852,0.5781,92,2.6521,0.3771,0.8767
93,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0093-0001-0091:c:1/2 t:93/241 - 1 - Position 2.Project Maximum Z,10.2850,3.7014,10.1613,3.7014,10.1613,15.1137,6.6449,1.9707,103.6213,0.5658,93,3.3718,0.2966,0.9239
94,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0094-0001-0093:c:1/2 t:94/241 - 1 - Position 2.Project Maximum Z,9.4985,3.6959,10.2451,3.6959,10.2451,14.0514,6.1503,1.9664,103.8002,0.6045,94,3.1277,0.3197,0.9187
95,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0095-0001-0107:c:1/2 t:95/241 - 1 - Position 2.Project Maximum Z,8.5668,3.9407,11.9608,3.9407,11.9608,13.2736,5.5004,1.9831,95.7450,0.6110,95,2.7737,0.3605,0.9421
96,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0096-0001-0103:c:1/2 t:96/241 - 1 - Position 2.Project Maximum Z,8.2764,3.8350,11.6505,3.8350,11.6505,13.1447,5.2746,1.9978,96.6988,0.6019,96,2.6402,0.3788,0.9054
97,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0097-0001-0086:c:1/2 t:97/241 - 1 - Position 2.Project Maximum Z,9.8736,3.4700,9.6063,3.4700,9.6063,15.0336,6.6707,1.8846,99.9787,0.5490,97,3.5397,0.2825,0.9423
