 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
98,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0098-0001-0060:c:1/2 t:98/241 - 1 - Position 2.Project Maximum Z,12.4146,3.4274,6.5865,3.4274,6.5865,18.1780,8.4918,1.8614,90.2392,0.4721,98,4.5620,0.2192,0.9404
99,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0099-0001-0053:c:1/2 t:99/241 - 1 - Position 2.Project Maximum Z,11.5313,3.4508,5.6614,3.4508,5.6614,17.1692,7.6984,1.9072,86.7675,0.4916,99,4.0366,0.2477,0.8969
100,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0100-0001-0064:c:1/2 t:100/241 - 1 - Position 2.Project Maximum Z,9.1113,3.4602,6.8413,3.4602,6.8413,13.7403,5.6989,2.0356,91.8743,0.6065,100,2.7995,0.3572,0.8959
101,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0101-0001-0081:c:1/2 t:101/241 - 1 - Position 2.Project Maximum Z,11.5192,3.4730,8.7998,3.4730,8.7998,16.6380,7.6474,1.9179,93.0628,0.5229,101,3.9875,0.2508,0.9279
102,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0102-0001-0105:c:1/2 t:102/241 - 1 - Position 2.Project Maximum Z,11.4466,4.2456,11.5647,4.2456,11.5647,18.3916,8.1856,1.7805,110.8378,0.4253,102,4.5974,0.2175,0.8735
103,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0103-0001-0104:c:1/2 t:103/241 - 1 - Position 2.Project Maximum Z,11.2651,4.1044,12.0142,4.1044,12.0142,16.7448,6.5354,2.1947,98.2654,0.5049,103,2.9779,0.3358,0.8290
104,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0104-0001-0099:c:1/2 t:104/241 - 1 - Position 2.Project Maximum Z,10.4060,3.9320,11.3021,3.9320,11.3021,15.7249,6.1454,2.1560,100.2030,0.5288,104,2.8504,0.3508,0.8767
105,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0105-0001-0091:c:1/2 t:105/241 - 1 - Position 2.Project Maximum Z,11.2046,3.7451,10.1522,3.7451,10.1522,16.2514,7.1100,2.0065,94.8424,0.5331,105,3.5435,0.2822,0.9078
106,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0106-0001-0088:c:1/2 t:106/241 - 1 - Position 2.Project Maximum Z,10.3939,3.6506,9.6513,3.6506,9.6513,14.2447,6.0893,2.1733,93.9249,0.6437,106,2.8019,0.3569,0.9222
107,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0107-0001-0107:c:1/2 t:107/241 - 1 - Position 2.Project Maximum Z,10.0672,3.7942,11.7038,3.7942,11.7038,14.6847,6.3150,2.0298,95.1182,0.5867,107,3.1112,0.3214,0.9359
108,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0108-0001-0119:c:1/2 t:108/241 - 1 - Position 2.Project Maximum Z,10.4544,4.4313,13.1968,4.4313,13.1968,15.5049,6.5663,2.0272,111.2671,0.5465,108,3.2392,0.3087,0.8939
109,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0109-0001-0110:c:1/2 t:109/241 - 1 - Position 2.Project Maximum Z,9.9462,3.9458,12.2964,3.9458,12.2964,13.1070,5.1472,2.4603,102.3316,0.7275,109,2.0921,0.4780,0.9362
110,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0110-0001-0095:c:1/2 t:110/241 - 1 - Position 2.Project Maximum Z,10.1277,3.7828,10.5899,3.7828,10.5899,14.9958,6.5377,1.9724,97.2336,0.5660,110,3.3146,0.3017,0.9123
111,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0111-0001-0071:c:1/2 t:111/241 - 1 - Position 2.Project Maximum Z,12.0516,3.7111,7.9099,3.7111,7.9099,17.0403,7.7617,1.9770,89.1575,0.5216,111,3.9261,0.2547,0.9088
112,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0112-0001-0084:c:1/2 t:112/241 - 1 - Position 2.Project Maximum Z,8.5305,3.6404,9.2529,3.6404,9.2529,12.1736,5.0117,2.1672,96.1817,0.7233,112,2.3125,0.4324,0.9508
113,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0113-0001-0107:c:1/2 t:113/241 - 1 - Position 2.Project Maximum Z,11.5797,3.7790,11.7348,3.7790,11.7348,16.9381,7.5560,1.9512,98.1508,0.5072,113,3.8724,0.2582,0.9327
114,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0114-0001-0111:c:1/2 t:114/241 - 1 - Position 2.Project Maximum Z,10.5149,3.9408,12.2739,3.9408,12.2739,15.8758,7.1628,1.8691,100.2109,0.5243,114,3.8322,0.2609,0.9279
115,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0115-0001-0107:c:1/2 t:115/241 - 1 - Position 2.Project Maximum Z,10.2729,3.9106,11.9977,3.9106,11.9977,14.4270,6.0789,2.1517,100.8921,0.6202,115,2.8252,0.3540,0.9090
116,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0116-0001-0100:c:1/2 t:116/241 - 1 - Position 2.Project Maximum Z,8.7967,3.7366,11.0002,3.7366,11.0002,12.3825,4.8755,2.2972,100.8529,0.7210,116,2.1223,0.4712,0.9399
117,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0117-0001-0092:c:1/2 t:117/241 - 1 - Position 2.Project Maximum Z,9.9220,3.6484,10.3200,3.6484,10.3200,13.6758,5.6869,2.2214,101.2133,0.6667,117,2.5600,0.3906,0.9404
118,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0118-0001-0093:c:1/2 t:118/241 - 1 - Position 2.Project Maximum Z,8.6273,3.6811,10.2174,3.6811,10.2174,12.4580,5.0837,2.1607,98.9005,0.6985,118,2.3528,0.4250,0.9260
119,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0119-0001-0114:c:1/2 t:119/241 - 1 - Position 2.Project Maximum Z,9.4380,3.8132,12.3881,3.8132,12.3881,14.0892,6.1026,1.9691,96.1833,0.5975,119,3.0991,0.3227,0.9353
120,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0120-0001-0119:c:1/2 t:120/241 - 1 - Position 2.Project Maximum Z,9.2323,4.2142,13.0164,4.2142,13.0164,13.4181,5.7133,2.0575,108.6868,0.6444,120,2.7768,0.3601,0.9472
121,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0121-0001-0110:c:1/2 t:121/241 - 1 - Position 2.Project Maximum Z,9.0750,3.8934,12.2257,3.8934,12.2257,12.2380,4.5937,2.5153,100.4249,0.7614,121,1.8263,0.5476,0.9398
122,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0122-0001-0105:c:1/2 t:122/241 - 1 - Position 2.Project Maximum Z,9.0145,3.9009,11.5217,3.9009,11.5217,12.3181,4.7837,2.3993,109.7930,0.7466,122,1.9938,0.5016,0.9377
123,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0123-0001-0087:c:1/2 t:123/241 - 1 - Position 2.Project Maximum Z,10.8053,3.6150,9.7979,3.6150,9.7979,15.5003,6.7700,2.0322,98.2696,0.5652,123,3.3315,0.3002,0.9098
124,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0124-0001-0096:c:1/2 t:124/241 - 1 - Position 2.Project Maximum Z,9.0024,3.8456,10.6803,3.8456,10.6803,12.3292,4.9645,2.3088,94.1194,0.7442,124,2.1502,0.4651,0.9436
125,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0125-0001-0097:c:1/2 t:125/241 - 1 - Position 2.Project Maximum Z,9.6558,3.7805,10.7979,3.7805,10.7979,12.5114,4.9235,2.4970,96.9765,0.7751,125,1.9718,0.5072,0.9449
126,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0126-0001-0099:c:1/2 t:126/241 - 1 - Position 2.Project Maximum Z,8.1070,3.7236,11.0057,3.7236,11.0057,11.5670,4.4687,2.3099,93.8668,0.7614,126,1.9346,0.5169,0.9457
127,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0127-0001-0102:c:1/2 t:127/241 - 1 - Position 2.Project Maximum Z,8.7604,3.7207,11.2545,3.7207,11.2545,12.0825,4.8904,2.2808,95.9173,0.7541,127,2.1442,0.4664,0.9539
128,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0128-0001-0103:c:1/2 t:128/241 - 1 - Position 2.Project Maximum Z,8.0707,3.7549,11.3957,3.7549,11.3957,11.2558,4.2923,2.3940,98.2784,0.8005,128,1.7929,0.5578,0.9481
129,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0129-0001-0099:c:1/2 t:129/241 - 1 - Position 2.Project Maximum Z,7.9739,3.6827,10.9138,3.6827,10.9138,11.0736,4.1933,2.4212,99.1177,0.8172,129,1.7319,0.5774,0.9585
130,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0130-0001-0086:c:1/2 t:130/241 - 1 - Position 2.Project Maximum Z,9.5348,3.4921,9.6503,3.4921,9.6503,13.4936,5.6941,2.1320,98.3620,0.6581,130,2.6707,0.3744,0.9448
131,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0131-0001-0072:c:1/2 t:131/241 - 1 - Position 2.Project Maximum Z,11.7854,3.3661,8.1638,3.3661,8.1638,16.1225,7.0767,2.1204,97.0104,0.5698,131,3.3374,0.2996,0.9206
132,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0132-0001-0064:c:1/2 t:132/241 - 1 - Position 2.Project Maximum Z,11.2772,3.5862,7.2096,3.5862,7.2096,16.3536,7.4660,1.9232,88.3438,0.5299,132,3.8821,0.2576,0.9400
133,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0133-0001-0069:c:1/2 t:133/241 - 1 - Position 2.Project Maximum Z,11.6644,3.4748,7.5142,3.4748,7.5142,15.4092,6.6044,2.2488,87.1608,0.6173,133,2.9369,0.3405,0.9283
134,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0134-0001-0079:c:1/2 t:134/241 - 1 - Position 2.Project Maximum Z,9.4259,3.4118,8.4342,3.4118,8.4342,12.7581,4.8614,2.4687,97.7618,0.7277,134,1.9692,0.5078,0.9268
135,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0135-0001-0080:c:1/2 t:135/241 - 1 - Position 2.Project Maximum Z,8.3127,3.4560,8.7445,3.4560,8.7445,11.7603,4.6915,2.2560,103.7831,0.7553,135,2.0796,0.4809,0.9303
136,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0136-0001-0092:c:1/2 t:136/241 - 1 - Position 2.Project Maximum Z,9.9462,3.7392,9.9816,3.7392,9.9816,14.1158,6.0019,2.1100,100.7654,0.6273,136,2.8446,0.3515,0.9314
137,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0137-0001-0101:c:1/2 t:137/241 - 1 - Position 2.Project Maximum Z,10.0914,4.0285,11.0629,4.0285,11.0629,14.2070,6.0534,2.1226,102.6051,0.6283,137,2.8519,0.3506,0.9262
138,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0138-0001-0099:c:1/2 t:138/241 - 1 - Position 2.Project Maximum Z,9.7889,3.8726,10.8407,3.8726,10.8407,13.3914,5.5756,2.2354,102.0576,0.6859,138,2.4942,0.4009,0.9342
139,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0139-0001-0095:c:1/2 t:139/241 - 1 - Position 2.Project Maximum Z,9.7163,3.7790,10.5336,3.7790,10.5336,12.6136,5.0444,2.4525,101.0564,0.7674,139,2.0569,0.4862,0.9526
140,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0140-0001-0108:c:1/2 t:140/241 - 1 - Position 2.Project Maximum Z,10.9142,4.2004,11.7062,4.2004,11.7062,15.0603,6.5486,2.1220,100.4346,0.6047,140,3.0860,0.3240,0.9415
141,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0141-0001-0116:c:1/2 t:141/241 - 1 - Position 2.Project Maximum Z,9.7042,4.3726,12.6575,4.3726,12.6575,14.2070,6.1641,2.0045,101.4389,0.6042,141,3.0751,0.3252,0.9424
142,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0142-0001-0115:c:1/2 t:142/241 - 1 - Position 2.Project Maximum Z,10.3455,4.4354,12.5897,4.4354,12.5897,14.0514,5.9638,2.2087,95.5294,0.6584,142,2.7001,0.3704,0.9453
143,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0143-0001-0104:c:1/2 t:143/241 - 1 - Position 2.Project Maximum Z,8.0707,4.1271,11.5422,4.1271,11.5422,11.0736,4.1328,2.4864,94.8068,0.8271,143,1.6621,0.6016,0.9428
144,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0144-0001-0087:c:1/2 t:144/241 - 1 - Position 2.Project Maximum Z,9.6316,4.0149,9.8603,4.0149,9.8603,14.1269,5.9398,2.0646,89.2307,0.6065,144,2.8770,0.3476,0.9359
145,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0145-0001-0085:c:1/2 t:145/241 - 1 - Position 2.Project Maximum Z,9.8010,3.9888,9.5134,3.9888,9.5134,13.3491,5.7362,2.1755,90.6836,0.6912,145,2.6367,0.3793,0.9620
146,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0146-0001-0084:c:1/2 t:146/241 - 1 - Position 2.Project Maximum Z,9.7163,3.9653,9.2910,3.9653,9.2910,13.2736,5.5781,2.2178,87.5083,0.6930,146,2.5151,0.3976,0.9375
147,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0147-0001-0088:c:1/2 t:147/241 - 1 - Position 2.Project Maximum Z,8.8572,3.8491,9.7765,3.8491,9.7765,12.0825,4.8974,2.3027,90.4736,0.7624,147,2.1268,0.4702,0.9519
148,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0148-0001-0091:c:1/2 t:148/241 - 1 - Position 2.Project Maximum Z,7.9981,3.8522,9.9881,3.8522,9.9881,11.4869,4.5992,2.2142,94.0091,0.7617,148,2.0772,0.4814,0.9409
149,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0149-0001-0091:c:1/2 t:149/241 - 1 - Position 2.Project Maximum Z,8.8693,3.8580,9.9904,3.8580,9.9904,11.8892,4.7343,2.3853,95.2975,0.7885,149,1.9848,0.5038,0.9544
150,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0150-0001-0091:c:1/2 t:150/241 - 1 - Position 2.Project Maximum Z,7.9981,3.8712,10.1186,3.8712,10.1186,11.4114,4.4420,2.2926,101.6067,0.7718,150,1.9376,0.5161,0.9277
151,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0151-0001-0092:c:1/2 t:151/241 - 1 - Position 2.Project Maximum Z,7.7440,3.8765,10.1203,3.8765,10.1203,11.4758,4.4129,2.2343,103.2399,0.7389,151,1.9750,0.5063,0.9059
152,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0152-0001-0087:c:1/2 t:152/241 - 1 - Position 2.Project Maximum Z,7.9981,3.7997,9.7127,3.7997,9.7127,11.3203,4.3223,2.3560,97.5696,0.7843,152,1.8346,0.5451,0.9409
153,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0153-0001-0088:c:1/2 t:153/241 - 1 - Position 2.Project Maximum Z,8.4579,3.7985,9.7443,3.7985,9.7443,11.6314,4.3600,2.4699,98.3679,0.7856,153,1.7652,0.5665,0.9326
154,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0154-0001-0088:c:1/2 t:154/241 - 1 - Position 2.Project Maximum Z,8.2885,3.7666,9.7694,3.7666,9.7694,11.3203,4.1795,2.5250,97.1503,0.8128,154,1.6552,0.6041,0.9422
155,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0155-0001-0090:c:1/2 t:155/241 - 1 - Position 2.Project Maximum Z,7.7803,3.7550,9.9013,3.7550,9.9013,10.7625,3.9754,2.4919,104.1667,0.8441,155,1.5953,0.6268,0.9477
156,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0156-0001-0093:c:1/2 t:156/241 - 1 - Position 2.Project Maximum Z,7.8408,3.8174,10.1842,3.8174,10.1842,10.6336,3.9265,2.5425,109.4258,0.8714,156,1.5443,0.6475,0.9614
157,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0157-0001-0096:c:1/2 t:157/241 - 1 - Position 2.Project Maximum Z,8.6394,3.9477,10.5218,3.9477,10.5218,11.5025,4.2701,2.5760,103.1757,0.8206,157,1.6576,0.6033,0.9482
158,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0158-0001-0094:c:1/2 t:158/241 - 1 - Position 2.Project Maximum Z,7.7440,3.8639,10.2977,3.8639,10.2977,10.7247,3.8695,2.5481,103.1043,0.8461,158,1.5186,0.6585,0.9496
159,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0159-0001-0093:c:1/2 t:159/241 - 1 - Position 2.Project Maximum Z,7.0059,3.8961,10.2706,3.8961,10.2706,9.9358,3.5577,2.5073,105.5481,0.8918,159,1.4189,0.7048,0.9539
160,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0160-0001-0094:c:1/2 t:160/241 - 1 - Position 2.Project Maximum Z,7.2963,3.9083,10.3461,3.9083,10.3461,10.2203,3.6032,2.5783,102.9751,0.8778,160,1.3975,0.7156,0.9526
161,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0161-0001-0093:c:1/2 t:161/241 - 1 - Position 2.Project Maximum Z,7.5988,3.8581,10.2859,3.8581,10.2859,10.2847,3.5513,2.7244,100.7546,0.9028,161,1.3035,0.7672,0.9559
162,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0162-0001-0090:c:1/2 t:162/241 - 1 - Position 2.Project Maximum Z,8.5789,3.7800,9.9696,3.7800,9.9696,11.1914,3.9402,2.7722,95.7997,0.8607,162,1.4213,0.7036,0.9510
163,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0163-0001-0090:c:1/2 t:163/241 - 1 - Position 2.Project Maximum Z,7.8166,3.7231,10.0086,3.7231,10.0086,10.4136,3.6868,2.6995,90.3946,0.9058,163,1.3657,0.7322,0.9613
164,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0164-0001-0091:c:1/2 t:164/241 - 1 - Position 2.Project Maximum Z,7.5383,3.8185,10.0627,3.8185,10.0627,10.2580,3.6066,2.6612,98.3529,0.9002,164,1.3553,0.7379,0.9614
165,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0165-0001-0091:c:1/2 t:165/241 - 1 - Position 2.Project Maximum Z,8.0102,3.8166,10.0376,3.8166,10.0376,10.6603,3.6494,2.7947,91.0810,0.8858,165,1.3058,0.7658,0.9511
166,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0166-0001-0092:c:1/2 t:166/241 - 1 - Position 2.Project Maximum Z,7.6835,3.8000,10.2290,3.8000,10.2290,10.4780,3.5094,2.7876,96.0114,0.8794,166,1.2589,0.7943,0.9513
167,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0167-0001-0092:c:1/2 t:167/241 - 1 - Position 2.Project Maximum Z,8.1796,3.8474,10.1717,3.8474,10.1717,10.6980,3.6852,2.8261,91.1786,0.8981,167,1.3040,0.7669,0.9589
168,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0168-0001-0090:c:1/2 t:168/241 - 1 - Position 2.Project Maximum Z,8.3611,3.7912,9.9762,3.7912,9.9762,10.9180,3.8517,2.7639,89.6896,0.8814,168,1.3936,0.7176,0.9577
169,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0169-0001-0090:c:1/2 t:169/241 - 1 - Position 2.Project Maximum Z,8.3732,3.7750,9.9658,3.7750,9.9658,10.8536,3.8423,2.7747,89.3306,0.8932,169,1.3848,0.7221,0.9604
170,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0170-0001-0090:c:1/2 t:170/241 - 1 - Position 2.Project Maximum Z,7.7803,3.7273,10.0433,3.7273,10.0433,10.4136,3.6400,2.7214,93.2366,0.9016,170,1.3375,0.7476,0.9611
171,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0171-0001-0090:c:1/2 t:171/241 - 1 - Position 2.Project Maximum Z,7.0785,3.7521,9.9841,3.7521,9.9841,9.9469,3.5121,2.5662,95.5399,0.8990,171,1.3686,0.7307,0.9598
172,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0172-0001-0090:c:1/2 t:172/241 - 1 - Position 2.Project Maximum Z,7.8287,3.7834,10.0471,3.7834,10.0471,10.5047,3.6770,2.7108,89.7052,0.8915,172,1.3564,0.7372,0.9571
173,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0173-0001-0091:c:1/2 t:173/241 - 1 - Position 2.Project Maximum Z,7.7440,3.7300,10.0346,3.7300,10.0346,10.4136,3.6208,2.7231,88.7391,0.8974,173,1.3296,0.7521,0.9559
174,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0174-0001-0090:c:1/2 t:174/241 - 1 - Position 2.Project Maximum Z,7.9739,3.7165,9.9912,3.7165,9.9912,10.6336,3.7192,2.7298,93.6632,0.8862,174,1.3625,0.7340,0.9544
175,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0175-0001-0090:c:1/2 t:175/241 - 1 - Position 2.Project Maximum Z,7.6593,3.6987,9.9710,3.6987,9.9710,10.4403,3.6257,2.6897,93.5130,0.8830,175,1.3480,0.7418,0.9497
176,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0176-0001-0092:c:1/2 t:176/241 - 1 - Position 2.Project Maximum Z,7.5988,3.7885,10.1440,3.7885,10.1440,10.2580,3.6344,2.6621,98.6011,0.9075,176,1.3652,0.7325,0.9639
177,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0177-0001-0092:c:1/2 t:177/241 - 1 - Position 2.Project Maximum Z,7.6593,3.8216,10.1550,3.8216,10.1550,10.4136,3.6611,2.6637,101.3755,0.8876,177,1.3745,0.7276,0.9533
178,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0178-0001-0090:c:1/2 t:178/241 - 1 - Position 2.Project Maximum Z,7.8650,3.8344,10.0469,3.8344,10.0469,10.5958,3.6736,2.7259,97.5380,0.8803,178,1.3477,0.7420,0.9517
179,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0179-0001-0090:c:1/2 t:179/241 - 1 - Position 2.Project Maximum Z,7.7803,3.7112,9.9422,3.7112,9.9422,10.3492,3.6545,2.7107,97.3895,0.9128,179,1.3482,0.7417,0.9626
180,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0180-0001-0090:c:1/2 t:180/241 - 1 - Position 2.Project Maximum Z,7.2721,3.7035,9.9663,3.7035,9.9663,10.0003,3.5064,2.6407,95.6009,0.9138,180,1.3278,0.7531,0.9585
181,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0181-0001-0091:c:1/2 t:181/241 - 1 - Position 2.Project Maximum Z,7.0422,3.7183,10.0448,3.7183,10.0448,9.8180,3.4100,2.6294,99.0800,0.9181,181,1.2969,0.7711,0.9565
182,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0182-0001-0090:c:1/2 t:182/241 - 1 - Position 2.Project Maximum Z,7.2479,3.6540,10.0068,3.6540,10.0068,9.9469,3.5350,2.6105,97.2486,0.9205,182,1.3542,0.7385,0.9669
183,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0183-0001-0092:c:1/2 t:183/241 - 1 - Position 2.Project Maximum Z,7.4536,3.7341,10.1295,3.7341,10.1295,10.2580,3.5990,2.6369,98.5570,0.8901,183,1.3649,0.7327,0.9536
184,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0184-0001-0091:c:1/2 t:184/241 - 1 - Position 2.Project Maximum Z,7.2842,3.6711,10.1010,3.6711,10.1010,10.2313,3.5176,2.6366,96.3004,0.8744,184,1.3342,0.7495,0.9556
185,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0185-0001-0091:c:1/2 t:185/241 - 1 - Position 2.Project Maximum Z,7.0422,3.6703,10.0508,3.6703,10.0508,9.9736,3.5333,2.5377,96.3515,0.8896,185,1.3923,0.7182,0.9533
186,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0186-0001-0090:c:1/2 t:186/241 - 1 - Position 2.Project Maximum Z,6.9333,3.6767,10.0354,3.6767,10.0354,10.0380,3.4847,2.5333,91.7083,0.8647,186,1.3756,0.7270,0.9510
187,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0187-0001-0091:c:1/2 t:187/241 - 1 - Position 2.Project Maximum Z,7.5746,3.6919,10.0546,3.6919,10.0546,10.4403,3.7172,2.5945,99.5688,0.8733,187,1.4327,0.6980,0.9550
188,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0188-0001-0090:c:1/2 t:188/241 - 1 - Position 2.Project Maximum Z,7.1027,3.6453,9.9968,3.6453,9.9968,10.0380,3.5039,2.5809,98.2571,0.8858,188,1.3576,0.7366,0.9521
189,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0189-0001-0091:c:1/2 t:189/241 - 1 - Position 2.Project Maximum Z,7.7077,3.6237,10.0388,3.6237,10.0388,10.5047,3.7009,2.6517,96.3837,0.8777,189,1.3956,0.7165,0.9493
190,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0190-0001-0091:c:1/2 t:190/241 - 1 - Position 2.Project Maximum Z,7.0543,3.6131,10.0018,3.6131,10.0018,9.8825,3.5593,2.5235,92.5132,0.9077,190,1.4105,0.7090,0.9644
191,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0191-0001-0091:c:1/2 t:191/241 - 1 - Position 2.Project Maximum Z,7.6714,3.6873,9.9866,3.6873,9.9866,10.4136,3.6574,2.6706,102.9188,0.8890,191,1.3695,0.7302,0.9534
192,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0192-0001-0091:c:1/2 t:192/241 - 1 - Position 2.Project Maximum Z,7.2842,3.6227,10.0122,3.6227,10.0122,10.1025,3.6070,2.5713,98.1721,0.8969,192,1.4028,0.7129,0.9624
193,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0193-0001-0091:c:1/2 t:193/241 - 1 - Position 2.Project Maximum Z,7.0906,3.6522,10.0001,3.6522,10.0001,10.0380,3.5314,2.5565,95.1145,0.8843,193,1.3814,0.7239,0.9528
194,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0194-0001-0090:c:1/2 t:194/241 - 1 - Position 2.Project Maximum Z,7.1511,3.6835,9.9105,3.6835,9.9105,9.9736,3.6252,2.5116,99.1474,0.9034,194,1.4434,0.6928,0.9586
195,RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0195-0001-0091:c:1/2 t:195/241 - 1 - Position 2.Project Maximum Z,6.9454,3.7528,10.0604,3.7528,10.0604,9.9092,3.5420,2.4967,96.3968,0.8889,195,1.4187,0.7049,0.9519
