 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
39,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0039-0001-0040:c:1/2 t:39/241 - 1 - Position 6.Project Maximum Z,12.8744,4.6204,3.9235,4.6204,3.9235,19.0672,6.9374,2.3629,52.5280,0.4450,39,2.9360,0.3406,0.7039
40,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0040-0001-0040:c:1/2 t:40/241 - 1 - Position 6.Project Maximum Z,11.7370,4.5429,4.1670,4.5429,4.1670,16.0249,6.4121,2.3306,58.2909,0.5743,40,2.7513,0.3635,0.8168
41,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0041-0001-0042:c:1/2 t:41/241 - 1 - Position 6.Project Maximum Z,10.7690,3.8815,4.6060,3.8815,4.6060,14.2870,5.7445,2.3869,66.9784,0.6630,41,2.4067,0.4155,0.8816
42,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0042-0001-0041:c:1/2 t:42/241 - 1 - Position 6.Project Maximum Z,11.3377,4.0647,4.4752,4.0647,4.4752,15.5960,6.6661,2.1655,65.5679,0.5857,42,3.0783,0.3249,0.8798
43,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0043-0001-0042:c:1/2 t:43/241 - 1 - Position 6.Project Maximum Z,11.0473,4.1477,4.6137,4.1477,4.6137,15.0759,6.2656,2.2449,70.6997,0.6108,43,2.7910,0.3583,0.8813
44,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0044-0001-0069:c:1/2 t:44/241 - 1 - Position 6.Project Maximum Z,11.0836,3.1271,7.3050,3.1271,7.3050,16.8626,7.2800,1.9385,74.4793,0.4898,44,3.7556,0.2663,0.8846
45,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0045-0001-0107:c:1/2 t:45/241 - 1 - Position 6.Project Maximum Z,13.3584,2.8642,11.9893,2.8642,11.9893,19.1160,7.9113,2.1499,104.4138,0.4594,45,3.6798,0.2718,0.7968
46,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0046-0001-0118:c:1/2 t:46/241 - 1 - Position 6.Project Maximum Z,12.8018,3.4883,13.2392,3.4883,13.2392,18.0316,7.3802,2.2086,121.2763,0.4948,46,3.3416,0.2993,0.8132
47,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0047-0001-0117:c:1/2 t:47/241 - 1 - Position 6.Project Maximum Z,13.5036,4.0195,13.3668,4.0195,13.3668,18.5361,6.9840,2.4618,124.6267,0.4939,47,2.8369,0.3525,0.7602
48,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0048-0001-0117:c:1/2 t:48/241 - 1 - Position 6.Project Maximum Z,13.4189,3.8319,13.2170,3.8319,13.2170,16.9694,5.8204,2.9354,130.6978,0.5856,48,1.9828,0.5043,0.8402
49,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0049-0001-0118:c:1/2 t:49/241 - 1 - Position 6.Project Maximum Z,12.4267,3.8947,13.1450,3.8947,13.1450,14.8716,5.3684,2.9473,132.6691,0.7061,49,1.8215,0.5490,0.9125
50,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0050-0001-0116:c:1/2 t:50/241 - 1 - Position 6.Project Maximum Z,13.0196,3.7622,13.0381,3.7622,13.0381,15.0004,5.4160,3.0608,128.2231,0.7271,50,1.7695,0.5651,0.9123
51,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0051-0001-0120:c:1/2 t:51/241 - 1 - Position 6.Project Maximum Z,12.7534,3.9497,13.4013,3.9497,13.4013,16.0783,6.7055,2.4216,120.4975,0.6199,51,2.7690,0.3611,0.8824
52,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0052-0001-0096:c:1/2 t:52/241 - 1 - Position 6.Project Maximum Z,12.0879,3.5705,10.9209,3.5705,10.9209,16.5625,6.8960,2.2319,99.1582,0.5537,52,3.0898,0.3236,0.9069
53,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0053-0001-0049:c:1/2 t:53/241 - 1 - Position 6.Project Maximum Z,13.6730,3.3672,5.2154,3.3672,5.2154,19.8561,8.2472,2.1109,69.0986,0.4358,53,3.9070,0.2560,0.7866
54,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0054-0001-0036:c:1/2 t:54/241 - 1 - Position 6.Project Maximum Z,11.5676,4.2721,3.7041,4.2721,3.7041,17.1406,7.1144,2.0702,47.7231,0.4948,54,3.4366,0.2910,0.8078
55,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0055-0001-0045:c:1/2 t:55/241 - 1 - Position 6.Project Maximum Z,11.2046,3.4776,4.7561,3.4776,4.7561,14.3515,5.6960,2.5046,66.5952,0.6836,55,2.2742,0.4397,0.9430
56,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0056-0001-0080:c:1/2 t:56/241 - 1 - Position 6.Project Maximum Z,11.2772,3.4651,8.3962,3.4651,8.3962,16.8847,7.5799,1.8943,94.1196,0.4971,56,4.0014,0.2499,0.8966
57,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0057-0001-0111:c:1/2 t:57/241 - 1 - Position 6.Project Maximum Z,13.0559,3.6845,11.9871,3.6845,11.9871,18.0004,7.8535,2.1167,103.1675,0.5064,57,3.7103,0.2695,0.8940
58,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0058-0001-0108:c:1/2 t:58/241 - 1 - Position 6.Project Maximum Z,10.0430,4.0872,11.8491,4.0872,11.8491,14.3137,5.9212,2.1595,113.0501,0.6160,58,2.7419,0.3647,0.8891
59,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0059-0001-0065:c:1/2 t:59/241 - 1 - Position 6.Project Maximum Z,12.5840,3.4065,7.5026,3.4065,7.5026,18.9025,8.6858,1.8447,87.2956,0.4426,59,4.7086,0.2124,0.9353
60,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0060-0001-0051:c:1/2 t:60/241 - 1 - Position 6.Project Maximum Z,13.2132,3.7952,5.6238,3.7952,5.6238,19.4004,8.4907,1.9814,77.1383,0.4412,60,4.2851,0.2334,0.8515
61,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0061-0001-0068:c:1/2 t:61/241 - 1 - Position 6.Project Maximum Z,9.6800,3.3587,7.4817,3.3587,7.4817,13.2469,5.5936,2.2034,88.0517,0.6932,61,2.5386,0.3939,0.9529
62,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0062-0001-0108:c:1/2 t:62/241 - 1 - Position 6.Project Maximum Z,12.0879,3.4243,11.6041,3.4243,11.6041,17.5337,7.5766,2.0314,96.0491,0.4941,62,3.7298,0.2681,0.8802
63,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0063-0001-0112:c:1/2 t:63/241 - 1 - Position 6.Project Maximum Z,11.3135,3.7288,12.2350,3.7288,12.2350,15.2692,6.4129,2.2462,102.9008,0.6098,63,2.8550,0.3503,0.9086
64,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0064-0001-0076:c:1/2 t:64/241 - 1 - Position 6.Project Maximum Z,11.3256,3.3870,8.5309,3.3870,8.5309,14.5558,5.9903,2.4073,87.6987,0.6717,64,2.4884,0.4019,0.9551
65,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0065-0001-0046:c:1/2 t:65/241 - 1 - Position 6.Project Maximum Z,12.8381,3.7230,5.3234,3.7230,5.3234,16.5892,7.0324,2.3244,78.1219,0.5862,65,3.0255,0.3305,0.9214
66,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0066-0001-0058:c:1/2 t:66/241 - 1 - Position 6.Project Maximum Z,11.5434,3.7017,6.3243,3.7017,6.3243,13.1180,5.0459,2.9127,88.3719,0.8430,66,1.7324,0.5772,0.9700
67,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0067-0001-0091:c:1/2 t:67/241 - 1 - Position 6.Project Maximum Z,11.8580,3.0543,9.8047,3.0543,9.8047,16.7825,7.4041,2.0392,80.6864,0.5291,67,3.6309,0.2754,0.9254
68,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0068-0001-0114:c:1/2 t:68/241 - 1 - Position 6.Project Maximum Z,11.5676,3.2268,12.6429,3.2268,12.6429,16.1115,6.7978,2.1666,107.0137,0.5600,68,3.1375,0.3187,0.9214
69,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0069-0001-0112:c:1/2 t:69/241 - 1 - Position 6.Project Maximum Z,11.1925,3.0638,12.4095,3.0638,12.4095,14.2981,5.8783,2.4243,102.4039,0.6880,69,2.4247,0.4124,0.9424
70,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0070-0001-0092:c:1/2 t:70/241 - 1 - Position 6.Project Maximum Z,10.1882,2.9626,10.4064,2.9626,10.4064,13.4558,5.2683,2.4623,91.7972,0.7071,70,2.1396,0.4674,0.9273
71,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0071-0001-0055:c:1/2 t:71/241 - 1 - Position 6.Project Maximum Z,12.5356,3.3881,6.0322,3.3881,6.0322,18.1182,8.0870,1.9736,75.6695,0.4799,71,4.0975,0.2441,0.9350
72,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0072-0001-0042:c:1/2 t:72/241 - 1 - Position 6.Project Maximum Z,12.8986,4.4171,4.5183,4.4171,4.5183,17.8761,7.7528,2.1183,65.0127,0.5072,72,3.6598,0.2732,0.9022
73,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0073-0001-0038:c:1/2 t:73/241 - 1 - Position 6.Project Maximum Z,12.4146,4.4504,4.0599,4.4504,4.0599,16.6582,7.1434,2.2128,61.6163,0.5622,73,3.2282,0.3098,0.9008
74,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0074-0001-0031:c:1/2 t:74/241 - 1 - Position 6.Project Maximum Z,13.2253,5.2525,3.1480,5.2525,3.1480,17.3495,7.3393,2.2944,47.6388,0.5521,74,3.1988,0.3126,0.8779
75,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0075-0001-0041:c:1/2 t:75/241 - 1 - Position 6.Project Maximum Z,9.8736,4.1206,4.6267,4.1206,4.6267,12.3982,4.4848,2.8031,63.3093,0.8072,75,1.6000,0.6250,0.9379
76,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0076-0001-0070:c:1/2 t:76/241 - 1 - Position 6.Project Maximum Z,11.5797,3.2166,7.3921,3.2166,7.3921,17.5870,7.8017,1.8898,74.7632,0.4705,76,4.1283,0.2422,0.8973
77,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0077-0001-0103:c:1/2 t:77/241 - 1 - Position 6.Project Maximum Z,12.3420,3.1878,11.3232,3.1878,11.3232,18.4404,7.9022,1.9886,92.8866,0.4561,77,3.9738,0.2517,0.8316
78,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0078-0001-0110:c:1/2 t:78/241 - 1 - Position 6.Project Maximum Z,11.7249,3.2409,12.0877,3.2409,12.0877,17.5226,7.4251,2.0106,99.8347,0.4799,78,3.6930,0.2708,0.8382
79,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0079-0001-0119:c:1/2 t:79/241 - 1 - Position 6.Project Maximum Z,11.8701,3.5177,13.1164,3.5177,13.1164,17.2805,7.3094,2.0677,113.4248,0.4995,79,3.5351,0.2829,0.8601
80,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0080-0001-0124:c:1/2 t:80/241 - 1 - Position 6.Project Maximum Z,11.7128,3.9973,13.8356,3.9973,13.8356,16.6739,7.0326,2.1206,124.7391,0.5294,80,3.3164,0.3015,0.8662
81,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0081-0001-0114:c:1/2 t:81/241 - 1 - Position 6.Project Maximum Z,8.3732,3.9910,12.5715,3.9910,12.5715,12.1515,4.9107,2.1710,116.4175,0.7126,81,2.2620,0.4421,0.9314
82,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0082-0001-0089:c:1/2 t:82/241 - 1 - Position 6.Project Maximum Z,11.2046,3.5486,10.0741,3.5486,10.0741,16.6380,7.4674,1.9105,93.0967,0.5086,82,3.9087,0.2558,0.9406
83,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0083-0001-0072:c:1/2 t:83/241 - 1 - Position 6.Project Maximum Z,12.0032,3.3226,8.0416,3.3226,8.0416,17.2069,7.8690,1.9422,90.5614,0.5094,83,4.0517,0.2468,0.9466
84,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0084-0001-0074:c:1/2 t:84/241 - 1 - Position 6.Project Maximum Z,10.0067,3.4480,8.1653,3.4480,8.1653,14.7225,6.6789,1.9077,84.9393,0.5801,84,3.5011,0.2856,0.9329
85,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0085-0001-0083:c:1/2 t:85/241 - 1 - Position 6.Project Maximum Z,8.6636,3.5538,9.2872,3.5538,9.2872,12.9514,5.3111,2.0769,85.7020,0.6490,85,2.5572,0.3911,0.9275
86,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0086-0001-0103:c:1/2 t:86/241 - 1 - Position 6.Project Maximum Z,10.1035,3.9918,11.1541,3.9918,11.1541,15.6825,6.6945,1.9216,94.5088,0.5162,86,3.4838,0.2870,0.9196
87,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0087-0001-0100:c:1/2 t:87/241 - 1 - Position 6.Project Maximum Z,11.0715,3.8505,10.9030,3.8505,10.9030,15.7203,6.7552,2.0868,93.8660,0.5630,87,3.2371,0.3089,0.9346
88,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0088-0001-0091:c:1/2 t:88/241 - 1 - Position 6.Project Maximum Z,10.7932,3.5423,10.2466,3.5423,10.2466,13.8581,5.3046,2.5906,85.7546,0.7062,88,2.0476,0.4884,0.9220
89,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0089-0001-0083:c:1/2 t:89/241 - 1 - Position 6.Project Maximum Z,9.5953,3.5589,9.3057,3.5589,9.3057,13.2358,5.4192,2.2544,92.3177,0.6883,89,2.4038,0.4160,0.9491
90,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0090-0001-0073:c:1/2 t:90/241 - 1 - Position 6.Project Maximum Z,10.0188,4.0502,8.2204,4.0502,8.2204,13.8314,5.8120,2.1948,80.0502,0.6581,90,2.6480,0.3776,0.9463
91,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0091-0001-0072:c:1/2 t:91/241 - 1 - Position 6.Project Maximum Z,10.1156,3.7424,8.1216,3.7424,8.1216,13.7136,5.7742,2.2305,84.3902,0.6759,91,2.5887,0.3863,0.9495
92,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0092-0001-0065:c:1/2 t:92/241 - 1 - Position 6.Project Maximum Z,10.6964,3.8923,7.2731,3.8923,7.2731,14.6203,6.3354,2.1497,81.2112,0.6288,92,2.9471,0.3393,0.9434
93,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0093-0001-0074:c:1/2 t:93/241 - 1 - Position 6.Project Maximum Z,8.7725,3.7577,8.2085,3.7577,8.2085,11.9158,4.6362,2.4092,79.2232,0.7764,93,1.9244,0.5196,0.9527
94,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0094-0001-0086:c:1/2 t:94/241 - 1 - Position 6.Project Maximum Z,9.9946,3.5866,9.3074,3.5866,9.3074,14.2337,5.9652,2.1333,76.4734,0.6199,94,2.7963,0.3576,0.9302
95,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0095-0001-0103:c:1/2 t:95/241 - 1 - Position 6.Project Maximum Z,11.4829,4.0925,11.2130,4.0925,11.2130,16.2247,7.2579,2.0144,93.5956,0.5482,95,3.6029,0.2776,0.9286
96,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0096-0001-0096:c:1/2 t:96/241 - 1 - Position 6.Project Maximum Z,10.0551,3.7235,10.6658,3.7235,10.6658,13.6869,5.7940,2.2096,90.0553,0.6745,96,2.6221,0.3814,0.9374
97,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0097-0001-0089:c:1/2 t:97/241 - 1 - Position 6.Project Maximum Z,9.1234,3.6970,9.8769,3.6970,9.8769,11.8892,4.4629,2.6028,91.3225,0.8111,97,1.7146,0.5832,0.9520
