 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
98,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0098-0001-0084:c:1/2 t:98/241 - 1 - Position 6.Project Maximum Z,8.7362,3.6373,9.3377,3.6373,9.3377,12.0447,4.7553,2.3391,99.8269,0.7567,98,2.0329,0.4919,0.9506
99,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0099-0001-0078:c:1/2 t:99/241 - 1 - Position 6.Project Maximum Z,9.9825,3.5749,8.7394,3.5749,8.7394,14.0247,5.9698,2.1291,95.2857,0.6378,99,2.8040,0.3566,0.9151
100,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0100-0001-0067:c:1/2 t:100/241 - 1 - Position 6.Project Maximum Z,11.5192,4.0064,7.5124,4.0064,7.5124,15.7470,6.8685,2.1353,83.8363,0.5838,100,3.2166,0.3109,0.9315
101,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0101-0001-0057:c:1/2 t:101/241 - 1 - Position 6.Project Maximum Z,11.9064,4.1101,6.4768,4.1101,6.4768,16.2137,6.9903,2.1687,78.7472,0.5692,101,3.2233,0.3102,0.9266
102,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0102-0001-0063:c:1/2 t:102/241 - 1 - Position 6.Project Maximum Z,9.9099,3.9828,6.9231,3.9828,6.9231,13.4558,5.4825,2.3014,82.5853,0.6878,102,2.3822,0.4198,0.9136
103,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0103-0001-0071:c:1/2 t:103/241 - 1 - Position 6.Project Maximum Z,8.6273,4.2828,7.7295,4.2828,7.7295,11.9425,4.4774,2.4533,88.8936,0.7601,103,1.8250,0.5479,0.9400
104,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0104-0001-0077:c:1/2 t:104/241 - 1 - Position 6.Project Maximum Z,10.0914,4.0114,8.3752,4.0114,8.3752,12.8870,5.1421,2.4987,80.9962,0.7636,104,2.0579,0.4859,0.9564
105,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0105-0001-0086:c:1/2 t:105/241 - 1 - Position 6.Project Maximum Z,10.5996,3.9383,9.2467,3.9383,9.2467,14.4647,6.0598,2.2271,86.0356,0.6366,105,2.7210,0.3675,0.9304
106,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0106-0001-0079:c:1/2 t:106/241 - 1 - Position 6.Project Maximum Z,8.8935,4.0104,8.5980,4.0104,8.5980,12.2647,4.9208,2.3012,88.8723,0.7430,106,2.1384,0.4676,0.9423
107,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0107-0001-0073:c:1/2 t:107/241 - 1 - Position 6.Project Maximum Z,9.9099,3.8569,7.9017,3.8569,7.9017,13.2358,5.2836,2.3881,95.9794,0.7108,107,2.2125,0.4520,0.9419
108,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0108-0001-0069:c:1/2 t:108/241 - 1 - Position 6.Project Maximum Z,9.9462,4.1005,7.6311,4.1005,7.6311,12.7958,5.1448,2.4615,95.2697,0.7634,108,2.0901,0.4784,0.9405
109,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0109-0001-0069:c:1/2 t:109/241 - 1 - Position 6.Project Maximum Z,9.8010,4.0504,7.6264,4.0504,7.6264,12.8603,5.1647,2.4162,90.7191,0.7447,109,2.1375,0.4678,0.9446
110,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0110-0001-0072:c:1/2 t:110/241 - 1 - Position 6.Project Maximum Z,9.1718,3.7882,7.9515,3.7882,7.9515,11.6425,4.3530,2.6827,83.7174,0.8503,110,1.6226,0.6163,0.9632
111,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0111-0001-0072:c:1/2 t:111/241 - 1 - Position 6.Project Maximum Z,9.2202,3.8136,7.9665,3.8136,7.9665,11.6692,4.2799,2.7429,87.0112,0.8509,111,1.5603,0.6409,0.9537
112,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0112-0001-0072:c:1/2 t:112/241 - 1 - Position 6.Project Maximum Z,9.5227,3.9891,8.0221,3.9891,8.0221,11.9803,4.4280,2.7382,89.7061,0.8337,112,1.6171,0.6184,0.9476
113,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0113-0001-0072:c:1/2 t:113/241 - 1 - Position 6.Project Maximum Z,10.0188,3.8347,7.9322,3.8347,7.9322,12.2647,4.5470,2.8054,92.4010,0.8370,113,1.6208,0.6170,0.9617
114,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0114-0001-0073:c:1/2 t:114/241 - 1 - Position 6.Project Maximum Z,10.0067,3.7224,8.0330,3.7224,8.0330,12.2003,4.4195,2.8829,89.8482,0.8448,114,1.5330,0.6523,0.9517
115,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0115-0001-0074:c:1/2 t:115/241 - 1 - Position 6.Project Maximum Z,9.4864,3.6468,8.2242,3.6468,8.2242,11.9425,4.3007,2.8085,84.2867,0.8358,115,1.5313,0.6530,0.9451
116,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0116-0001-0077:c:1/2 t:116/241 - 1 - Position 6.Project Maximum Z,9.6437,3.3970,8.5590,3.3970,8.5590,12.4470,4.7785,2.5696,80.9962,0.7822,116,1.8596,0.5377,0.9516
117,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0117-0001-0076:c:1/2 t:117/241 - 1 - Position 6.Project Maximum Z,9.9341,3.5025,8.3802,3.5025,8.3802,12.4737,4.7912,2.6399,84.9622,0.8023,117,1.8149,0.5510,0.9541
118,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0118-0001-0074:c:1/2 t:118/241 - 1 - Position 6.Project Maximum Z,9.4017,3.6568,8.2143,3.6568,8.2143,12.0981,4.5669,2.6212,83.2562,0.8072,118,1.7423,0.5739,0.9458
119,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0119-0001-0074:c:1/2 t:119/241 - 1 - Position 6.Project Maximum Z,9.3775,3.9841,8.2160,3.9841,8.2160,12.0070,4.4505,2.6828,87.3873,0.8174,119,1.6589,0.6028,0.9503
120,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0120-0001-0074:c:1/2 t:120/241 - 1 - Position 6.Project Maximum Z,9.0145,3.7557,8.1451,3.7557,8.1451,11.6958,4.3328,2.6490,84.8080,0.8281,120,1.6356,0.6114,0.9576
121,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0121-0001-0075:c:1/2 t:121/241 - 1 - Position 6.Project Maximum Z,8.1433,3.7468,8.2793,3.7468,8.2793,11.0358,4.1314,2.5097,85.8678,0.8402,121,1.6462,0.6075,0.9566
122,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0122-0001-0076:c:1/2 t:122/241 - 1 - Position 6.Project Maximum Z,8.0344,3.7410,8.3020,3.7410,8.3020,11.1270,4.0982,2.4962,85.1785,0.8155,122,1.6418,0.6091,0.9452
123,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0123-0001-0076:c:1/2 t:123/241 - 1 - Position 6.Project Maximum Z,7.9618,3.7352,8.3311,3.7352,8.3311,11.1914,4.1444,2.4460,87.4569,0.7988,123,1.6944,0.5902,0.9447
124,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0124-0001-0076:c:1/2 t:124/241 - 1 - Position 6.Project Maximum Z,7.9860,4.0483,8.4143,4.0483,8.4143,11.2558,4.2568,2.3886,83.4361,0.7921,124,1.7821,0.5611,0.9469
125,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0125-0001-0077:c:1/2 t:125/241 - 1 - Position 6.Project Maximum Z,8.0465,3.9910,8.5068,3.9910,8.5068,11.1270,4.2083,2.4345,85.1492,0.8167,125,1.7286,0.5785,0.9507
126,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0126-0001-0077:c:1/2 t:126/241 - 1 - Position 6.Project Maximum Z,8.0949,3.8017,8.4395,3.8017,8.4395,11.1914,4.3211,2.3852,84.8348,0.8122,126,1.8116,0.5520,0.9523
127,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0127-0001-0077:c:1/2 t:127/241 - 1 - Position 6.Project Maximum Z,8.1433,3.7979,8.4420,3.7979,8.4420,11.3470,4.1938,2.4723,87.0589,0.7948,127,1.6963,0.5895,0.9426
128,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0128-0001-0077:c:1/2 t:128/241 - 1 - Position 6.Project Maximum Z,8.0223,3.8277,8.4334,3.8277,8.4334,11.4492,4.4372,2.3020,87.1501,0.7691,128,1.9276,0.5188,0.9485
129,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0129-0001-0076:c:1/2 t:129/241 - 1 - Position 6.Project Maximum Z,7.8529,3.8462,8.3421,3.8462,8.3421,11.3580,4.4459,2.2490,90.4373,0.7650,129,1.9769,0.5059,0.9502
130,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0130-0001-0076:c:1/2 t:130/241 - 1 - Position 6.Project Maximum Z,8.0102,3.8655,8.3881,3.8655,8.3881,11.5136,4.4971,2.2679,89.7927,0.7593,130,1.9830,0.5043,0.9491
131,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0131-0001-0076:c:1/2 t:131/241 - 1 - Position 6.Project Maximum Z,8.2038,3.9508,8.3769,3.9508,8.3769,11.6047,4.4954,2.3236,89.4518,0.7655,131,1.9347,0.5169,0.9456
132,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0132-0001-0076:c:1/2 t:132/241 - 1 - Position 6.Project Maximum Z,8.1191,3.8370,8.3239,3.8370,8.3239,11.7603,4.5633,2.2654,89.1956,0.7377,132,2.0143,0.4964,0.9372
133,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0133-0001-0076:c:1/2 t:133/241 - 1 - Position 6.Project Maximum Z,8.3127,3.8877,8.3492,3.8877,8.3492,11.9803,4.6704,2.2662,90.5403,0.7278,133,2.0609,0.4852,0.9385
134,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0134-0001-0076:c:1/2 t:134/241 - 1 - Position 6.Project Maximum Z,8.0102,3.9603,8.3730,3.9603,8.3730,11.2669,4.4177,2.3086,88.9442,0.7929,134,1.9135,0.5226,0.9518
135,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0135-0001-0078:c:1/2 t:135/241 - 1 - Position 6.Project Maximum Z,8.1675,3.9071,8.4748,3.9071,8.4748,11.3313,4.5149,2.3033,88.2608,0.7993,135,1.9602,0.5101,0.9677
136,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0136-0001-0077:c:1/2 t:136/241 - 1 - Position 6.Project Maximum Z,8.0828,4.0560,8.4410,4.0560,8.4410,11.3313,4.5206,2.2765,89.5163,0.7911,136,1.9858,0.5036,0.9605
137,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0137-0001-0076:c:1/2 t:137/241 - 1 - Position 6.Project Maximum Z,8.3732,3.7111,8.3530,3.7111,8.3530,11.4492,4.5369,2.3499,89.0134,0.8027,137,1.9307,0.5180,0.9624
138,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0138-0001-0076:c:1/2 t:138/241 - 1 - Position 6.Project Maximum Z,8.3490,3.7732,8.3932,3.7732,8.3932,11.5136,4.5574,2.3325,87.3650,0.7914,138,1.9539,0.5118,0.9590
139,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0139-0001-0077:c:1/2 t:139/241 - 1 - Position 6.Project Maximum Z,8.1917,3.8163,8.4317,3.8163,8.4317,11.4225,4.4355,2.3515,90.0069,0.7890,139,1.8863,0.5301,0.9582
140,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0140-0001-0077:c:1/2 t:140/241 - 1 - Position 6.Project Maximum Z,8.2522,3.8034,8.4895,3.8034,8.4895,11.4758,4.4617,2.3549,86.3907,0.7874,140,1.8946,0.5278,0.9479
141,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0141-0001-0077:c:1/2 t:141/241 - 1 - Position 6.Project Maximum Z,8.2643,3.8069,8.4992,3.8069,8.4992,11.3203,4.3241,2.4334,88.1608,0.8104,141,1.7770,0.5628,0.9513
142,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0142-0001-0079:c:1/2 t:142/241 - 1 - Position 6.Project Maximum Z,7.7077,4.0495,8.6196,4.0495,8.6196,11.2181,4.2407,2.3142,86.7073,0.7697,142,1.8325,0.5457,0.9444
143,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0143-0001-0078:c:1/2 t:143/241 - 1 - Position 6.Project Maximum Z,7.8166,3.9220,8.5487,3.9220,8.5487,11.0092,4.2412,2.3466,86.4617,0.8104,143,1.8074,0.5533,0.9479
144,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0144-0001-0078:c:1/2 t:144/241 - 1 - Position 6.Project Maximum Z,7.9255,3.8785,8.5263,3.8785,8.5263,11.0092,4.2204,2.3910,87.6467,0.8217,144,1.7651,0.5665,0.9479
145,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0145-0001-0078:c:1/2 t:145/241 - 1 - Position 6.Project Maximum Z,7.7077,3.9205,8.5972,3.9205,8.5972,10.6980,4.0443,2.4266,85.6498,0.8463,145,1.6667,0.6000,0.9550
146,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0146-0001-0077:c:1/2 t:146/241 - 1 - Position 6.Project Maximum Z,7.6593,3.9505,8.5681,3.9505,8.5681,10.8536,4.0890,2.3850,90.0241,0.8171,146,1.7145,0.5833,0.9448
147,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0147-0001-0078:c:1/2 t:147/241 - 1 - Position 6.Project Maximum Z,7.6835,3.8400,8.5915,3.8400,8.5915,10.6980,4.0608,2.4091,89.0715,0.8436,147,1.6856,0.5933,0.9535
148,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0148-0001-0078:c:1/2 t:148/241 - 1 - Position 6.Project Maximum Z,7.8045,3.8944,8.5849,3.8944,8.5849,10.8803,4.1108,2.4173,89.8500,0.8285,148,1.7006,0.5880,0.9506
149,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0149-0001-0078:c:1/2 t:149/241 - 1 - Position 6.Project Maximum Z,7.8650,4.1336,8.6081,4.1336,8.6081,10.9180,4.1366,2.4209,89.4867,0.8291,149,1.7087,0.5852,0.9559
150,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0150-0001-0077:c:1/2 t:150/241 - 1 - Position 6.Project Maximum Z,7.6230,3.9696,8.4697,3.9696,8.4697,10.8158,4.0140,2.4180,88.4964,0.8189,150,1.6600,0.6024,0.9445
151,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0151-0001-0077:c:1/2 t:151/241 - 1 - Position 6.Project Maximum Z,8.0102,3.9529,8.4702,3.9529,8.4702,11.0092,4.0801,2.4997,88.1122,0.8305,151,1.6322,0.6127,0.9553
152,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0152-0001-0077:c:1/2 t:152/241 - 1 - Position 6.Project Maximum Z,7.6109,3.9442,8.4650,3.9442,8.4650,10.9714,4.0289,2.4052,89.1858,0.7945,152,1.6750,0.5970,0.9402
153,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0153-0001-0077:c:1/2 t:153/241 - 1 - Position 6.Project Maximum Z,7.6593,3.9222,8.4571,3.9222,8.4571,10.7892,4.0035,2.4359,90.8841,0.8268,153,1.6436,0.6084,0.9476
154,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0154-0001-0078:c:1/2 t:154/241 - 1 - Position 6.Project Maximum Z,7.8045,3.9609,8.5405,3.9609,8.5405,10.7892,3.9789,2.4975,90.5606,0.8425,154,1.5932,0.6277,0.9499
155,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0155-0001-0078:c:1/2 t:155/241 - 1 - Position 6.Project Maximum Z,7.4294,4.2678,8.6128,4.2678,8.6128,10.4513,3.9381,2.4020,89.9542,0.8547,155,1.6395,0.6100,0.9669
156,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0156-0001-0077:c:1/2 t:156/241 - 1 - Position 6.Project Maximum Z,7.0664,4.0966,8.4870,4.0966,8.4870,10.1025,3.7333,2.4100,91.8629,0.8701,156,1.5491,0.6455,0.9589
157,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0157-0001-0077:c:1/2 t:157/241 - 1 - Position 6.Project Maximum Z,7.1632,4.0037,8.4447,4.0037,8.4447,10.3869,3.8581,2.3640,85.9280,0.8343,157,1.6320,0.6127,0.9518
158,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0158-0001-0078:c:1/2 t:158/241 - 1 - Position 6.Project Maximum Z,7.0422,4.0503,8.5362,4.0503,8.5362,10.2313,3.8356,2.3377,86.0971,0.8454,158,1.6407,0.6095,0.9588
159,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0159-0001-0078:c:1/2 t:159/241 - 1 - Position 6.Project Maximum Z,6.9575,4.0871,8.5811,4.0871,8.5811,10.3225,3.9032,2.2696,85.0453,0.8205,159,1.7198,0.5815,0.9504
160,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0160-0001-0079:c:1/2 t:160/241 - 1 - Position 6.Project Maximum Z,7.1027,4.3227,8.6155,4.3227,8.6155,10.4780,3.9565,2.2857,88.3151,0.8130,160,1.7310,0.5777,0.9445
161,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0161-0001-0079:c:1/2 t:161/241 - 1 - Position 6.Project Maximum Z,7.5746,4.2856,8.6011,4.2856,8.6011,10.6980,4.0236,2.3969,85.5096,0.8317,161,1.6787,0.5957,0.9543
162,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0162-0001-0078:c:1/2 t:162/241 - 1 - Position 6.Project Maximum Z,7.1269,4.0918,8.4695,4.0918,8.4695,10.3869,3.8531,2.3551,82.7851,0.8301,162,1.6361,0.6112,0.9523
163,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0163-0001-0077:c:1/2 t:163/241 - 1 - Position 6.Project Maximum Z,6.7760,4.1262,8.4875,4.1262,8.4875,10.0380,3.6952,2.3348,86.5310,0.8451,163,1.5826,0.6319,0.9492
164,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0164-0001-0077:c:1/2 t:164/241 - 1 - Position 6.Project Maximum Z,7.1027,4.0886,8.5061,4.0886,8.5061,10.4136,3.8720,2.3356,85.9411,0.8231,164,1.6579,0.6032,0.9468
165,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0165-0001-0077:c:1/2 t:165/241 - 1 - Position 6.Project Maximum Z,7.1027,4.0412,8.4424,4.0412,8.4424,10.2580,3.7925,2.3846,87.2888,0.8482,165,1.5904,0.6288,0.9506
166,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0166-0001-0078:c:1/2 t:166/241 - 1 - Position 6.Project Maximum Z,7.0301,4.3247,8.5441,4.3247,8.5441,10.1292,3.7618,2.3794,84.4622,0.8610,166,1.5810,0.6325,0.9540
167,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0167-0001-0077:c:1/2 t:167/241 - 1 - Position 6.Project Maximum Z,7.0180,4.2763,8.4601,4.2763,8.4601,10.1936,3.6812,2.4274,85.4325,0.8487,167,1.5165,0.6594,0.9485
168,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0168-0001-0078:c:1/2 t:168/241 - 1 - Position 6.Project Maximum Z,7.0785,4.1058,8.4819,4.1058,8.4819,10.2847,3.7734,2.3885,85.2891,0.8409,168,1.5798,0.6330,0.9451
169,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0169-0001-0077:c:1/2 t:169/241 - 1 - Position 6.Project Maximum Z,6.7397,4.0521,8.4207,4.0521,8.4207,10.0914,3.6735,2.3360,87.0939,0.8317,169,1.5726,0.6359,0.9417
170,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0170-0001-0077:c:1/2 t:170/241 - 1 - Position 6.Project Maximum Z,7.3205,4.0566,8.4032,4.0566,8.4032,10.3492,3.7543,2.4827,88.3154,0.8589,170,1.5122,0.6613,0.9543
171,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0171-0001-0077:c:1/2 t:171/241 - 1 - Position 6.Project Maximum Z,7.4536,4.1150,8.4432,4.1150,8.4432,10.5314,3.7703,2.5171,91.1836,0.8445,171,1.4979,0.6676,0.9448
172,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0172-0001-0075:c:1/2 t:172/241 - 1 - Position 6.Project Maximum Z,7.2116,4.1438,8.3631,4.1438,8.3631,10.4403,3.8137,2.4077,87.0516,0.8314,172,1.5840,0.6313,0.9453
173,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0173-0001-0075:c:1/2 t:173/241 - 1 - Position 6.Project Maximum Z,7.1995,4.1268,8.2684,4.1268,8.2684,10.4136,3.7620,2.4367,83.8148,0.8343,173,1.5439,0.6477,0.9475
174,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0174-0001-0075:c:1/2 t:174/241 - 1 - Position 6.Project Maximum Z,6.9454,4.0579,8.2906,4.0579,8.2906,10.0003,3.6475,2.4245,82.2549,0.8727,174,1.5044,0.6647,0.9503
175,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0175-0001-0076:c:1/2 t:175/241 - 1 - Position 6.Project Maximum Z,6.8728,4.0497,8.3708,4.0497,8.3708,10.0003,3.5923,2.4359,83.2469,0.8636,175,1.4747,0.6781,0.9475
176,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0176-0001-0076:c:1/2 t:176/241 - 1 - Position 6.Project Maximum Z,7.1511,4.3260,8.4247,4.3260,8.4247,10.1025,3.7312,2.4402,85.6631,0.8805,176,1.5290,0.6540,0.9610
177,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0177-0001-0076:c:1/2 t:177/241 - 1 - Position 6.Project Maximum Z,6.7639,4.2936,8.4115,4.2936,8.4115,9.9736,3.6794,2.3406,91.5434,0.8545,177,1.5720,0.6361,0.9507
178,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0178-0001-0076:c:1/2 t:178/241 - 1 - Position 6.Project Maximum Z,7.2721,4.1764,8.3987,4.1764,8.3987,10.1669,3.7455,2.4721,92.5604,0.8841,178,1.5151,0.6600,0.9616
179,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0179-0001-0077:c:1/2 t:179/241 - 1 - Position 6.Project Maximum Z,6.6913,4.1560,8.4602,4.1560,8.4602,9.9736,3.5465,2.4022,88.6888,0.8453,179,1.4763,0.6773,0.9453
180,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0180-0001-0077:c:1/2 t:180/241 - 1 - Position 6.Project Maximum Z,6.7639,4.2980,8.4201,4.2980,8.4201,9.8447,3.4920,2.4663,87.7048,0.8770,180,1.4159,0.7063,0.9491
181,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0181-0001-0077:c:1/2 t:181/241 - 1 - Position 6.Project Maximum Z,5.9048,4.2717,8.4838,4.2717,8.4838,9.1313,3.2587,2.3071,85.8362,0.8899,181,1.4124,0.7080,0.9559
182,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0182-0001-0077:c:1/2 t:182/241 - 1 - Position 6.Project Maximum Z,6.4009,4.1502,8.4483,4.1502,8.4483,9.5980,3.3832,2.4089,94.0247,0.8731,182,1.4044,0.7120,0.9523
183,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0183-0001-0077:c:1/2 t:183/241 - 1 - Position 6.Project Maximum Z,6.0137,4.4340,8.4433,4.4340,8.4433,9.2225,3.3353,2.2957,89.0901,0.8885,183,1.4529,0.6883,0.9494
184,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0184-0001-0076:c:1/2 t:184/241 - 1 - Position 6.Project Maximum Z,6.5098,4.2358,8.3694,4.2358,8.3694,9.5069,3.3727,2.4576,86.8478,0.9051,184,1.3724,0.7287,0.9616
185,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0185-0001-0076:c:1/2 t:185/241 - 1 - Position 6.Project Maximum Z,6.1226,4.2261,8.3852,4.2261,8.3852,9.1313,3.2745,2.3807,86.7460,0.9227,185,1.3754,0.7270,0.9638
186,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0186-0001-0075:c:1/2 t:186/241 - 1 - Position 6.Project Maximum Z,6.1831,4.1022,8.2970,4.1022,8.2970,9.2869,3.2095,2.4529,87.8597,0.9009,186,1.3084,0.7643,0.9551
187,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0187-0001-0076:c:1/2 t:187/241 - 1 - Position 6.Project Maximum Z,6.8365,4.1129,8.3601,4.1129,8.3601,9.7002,3.4125,2.5507,87.0086,0.9130,187,1.3379,0.7475,0.9666
188,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0188-0001-0076:c:1/2 t:188/241 - 1 - Position 6.Project Maximum Z,6.3525,4.1252,8.3524,4.1252,8.3524,9.4425,3.2892,2.4591,86.2553,0.8953,188,1.3376,0.7476,0.9554
189,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0189-0001-0076:c:1/2 t:189/241 - 1 - Position 6.Project Maximum Z,5.8564,4.1716,8.4139,4.1716,8.4139,9.0025,3.1066,2.4002,80.9639,0.9081,189,1.2943,0.7726,0.9500
190,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0190-0001-0076:c:1/2 t:190/241 - 1 - Position 6.Project Maximum Z,5.4087,4.1420,8.4155,4.1420,8.4155,8.8469,3.2572,2.1143,82.2586,0.8684,190,1.5406,0.6491,0.9420
191,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0191-0001-0076:c:1/2 t:191/241 - 1 - Position 6.Project Maximum Z,5.7354,4.1129,8.4201,4.1129,8.4201,8.9380,3.0512,2.3933,75.6437,0.9022,191,1.2749,0.7844,0.9489
192,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0192-0001-0077:c:1/2 t:192/241 - 1 - Position 6.Project Maximum Z,7.1148,4.1084,8.4569,4.1084,8.4569,9.9092,3.3052,2.7408,81.3895,0.9105,192,1.2059,0.8292,0.9545
193,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0193-0001-0077:c:1/2 t:193/241 - 1 - Position 6.Project Maximum Z,6.5945,4.1004,8.4584,4.1004,8.4584,9.5336,3.1318,2.6810,76.5340,0.9118,193,1.1681,0.8561,0.9536
194,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0194-0001-0076:c:1/2 t:194/241 - 1 - Position 6.Project Maximum Z,6.1831,4.0085,8.3782,4.0085,8.3782,9.2758,3.1305,2.5148,52.8996,0.9030,194,1.2448,0.8033,0.9437
195,RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0195-0001-0076:c:1/2 t:195/241 - 1 - Position 6.Project Maximum Z,5.8564,4.2332,8.4125,4.2332,8.4125,8.8469,2.7804,2.6819,64.1147,0.9403,195,1.0367,0.9646,0.9594
