 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
14,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0014-0001-0070:c:1/2 t:14/241 - 1 - Position 5.Project Maximum Z,14.7136,4.2979,7.7149,4.2979,7.7149,19.3314,8.7810,2.1335,91.9334,0.4948,14,4.1159,0.2430,0.9177
15,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0015-0001-0080:c:1/2 t:15/241 - 1 - Position 5.Project Maximum Z,11.8338,4.4132,8.4543,4.4132,8.4543,15.9937,6.4227,2.3459,92.3171,0.5814,15,2.7378,0.3653,0.8977
16,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0016-0001-0107:c:1/2 t:16/241 - 1 - Position 5.Project Maximum Z,13.7819,4.6341,11.5616,4.6341,11.5616,18.4625,8.5281,2.0576,93.1221,0.5081,16,4.1446,0.2413,0.9444
17,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0017-0001-0140:c:1/2 t:17/241 - 1 - Position 5.Project Maximum Z,14.6652,4.5298,15.6728,4.5298,15.6728,19.7760,7.9429,2.3508,79.9723,0.4712,17,3.3788,0.2960,0.7777
18,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0018-0001-0137:c:1/2 t:18/241 - 1 - Position 5.Project Maximum Z,12.9228,4.7793,15.4162,4.7793,15.4162,17.5226,6.9659,2.3620,81.8143,0.5289,18,2.9491,0.3391,0.8354
19,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0019-0001-0122:c:1/2 t:19/241 - 1 - Position 5.Project Maximum Z,12.2210,4.8870,13.5902,4.8870,13.5902,16.1603,6.8353,2.2765,87.8308,0.5881,19,3.0026,0.3330,0.9426
20,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0020-0001-0082:c:1/2 t:20/241 - 1 - Position 5.Project Maximum Z,11.3135,4.7001,9.1091,4.7001,9.1091,16.6914,7.3939,1.9482,93.9115,0.5103,20,3.7952,0.2635,0.8888
21,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0021-0001-0060:c:1/2 t:21/241 - 1 - Position 5.Project Maximum Z,12.3057,3.9764,6.4547,3.9764,6.4547,18.0004,8.0947,1.9356,101.3290,0.4773,21,4.1820,0.2391,0.9212
22,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0022-0001-0065:c:1/2 t:22/241 - 1 - Position 5.Project Maximum Z,11.4950,4.1578,6.7807,4.1578,6.7807,16.5892,7.1240,2.0545,100.0544,0.5249,22,3.4676,0.2884,0.8809
23,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0023-0001-0074:c:1/2 t:23/241 - 1 - Position 5.Project Maximum Z,11.9669,4.4336,7.8141,4.4336,7.8141,17.9626,7.3250,2.0801,94.1990,0.4661,23,3.5214,0.2840,0.8428
24,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0024-0001-0086:c:1/2 t:24/241 - 1 - Position 5.Project Maximum Z,12.6324,4.4078,9.6525,4.4078,9.6525,18.1780,8.3079,1.9360,91.4540,0.4804,24,4.2913,0.2330,0.9435
25,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0025-0001-0085:c:1/2 t:25/241 - 1 - Position 5.Project Maximum Z,12.1363,4.3529,9.6553,4.3529,9.6553,17.1958,7.5179,2.0554,91.6989,0.5158,25,3.6576,0.2734,0.9300
26,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0026-0001-0081:c:1/2 t:26/241 - 1 - Position 5.Project Maximum Z,10.9142,4.2462,8.6427,4.2462,8.6427,16.3158,7.0667,1.9665,94.0282,0.5152,26,3.5936,0.2783,0.9088
27,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0027-0001-0079:c:1/2 t:27/241 - 1 - Position 5.Project Maximum Z,12.0516,4.3945,8.2047,4.3945,8.2047,17.8825,7.7218,1.9872,87.8105,0.4736,27,3.8858,0.2573,0.8672
28,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0028-0001-0084:c:1/2 t:28/241 - 1 - Position 5.Project Maximum Z,12.5477,4.1937,8.9854,4.1937,8.9854,17.4425,7.2866,2.1925,87.8768,0.5183,28,3.3234,0.3009,0.9165
29,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0029-0001-0108:c:1/2 t:29/241 - 1 - Position 5.Project Maximum Z,13.2616,4.3251,12.0457,4.3251,12.0457,19.8625,8.5992,1.9636,94.2870,0.4224,29,4.3793,0.2283,0.9080
30,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0030-0001-0113:c:1/2 t:30/241 - 1 - Position 5.Project Maximum Z,13.1043,4.2747,12.7791,4.2747,12.7791,18.6337,7.6462,2.1821,96.2661,0.4743,30,3.5040,0.2854,0.8954
31,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0031-0001-0107:c:1/2 t:31/241 - 1 - Position 5.Project Maximum Z,13.1285,4.1471,12.2198,4.1471,12.2198,16.8249,6.3571,2.6295,91.7997,0.5828,31,2.4176,0.4136,0.8746
32,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0032-0001-0097:c:1/2 t:32/241 - 1 - Position 5.Project Maximum Z,14.2417,4.4967,10.8471,4.4967,10.8471,18.5959,7.9448,2.2824,81.9121,0.5175,32,3.4809,0.2873,0.9075
33,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0033-0001-0085:c:1/2 t:33/241 - 1 - Position 5.Project Maximum Z,13.7577,4.6340,9.1893,4.6340,9.1893,19.2937,8.6128,2.0338,83.9888,0.4644,33,4.2348,0.2361,0.9118
34,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0034-0001-0098:c:1/2 t:34/241 - 1 - Position 5.Project Maximum Z,11.3498,4.4597,10.8186,4.4597,10.8186,14.4003,5.8716,2.4612,101.2634,0.6878,34,2.3857,0.4192,0.9451
35,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0035-0001-0125:c:1/2 t:35/241 - 1 - Position 5.Project Maximum Z,10.9505,4.8245,13.8960,4.8245,13.8960,18.1780,8.2143,1.6973,92.0118,0.4164,35,4.8395,0.2066,0.9273
36,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0036-0001-0115:c:1/2 t:36/241 - 1 - Position 5.Project Maximum Z,11.0594,4.5359,13.0817,4.5359,13.0817,16.3959,6.4175,2.1942,92.2617,0.5170,36,2.9247,0.3419,0.8759
37,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0037-0001-0098:c:1/2 t:37/241 - 1 - Position 5.Project Maximum Z,13.0196,4.7035,10.9506,4.7035,10.9506,17.4692,7.3813,2.2458,85.4519,0.5361,37,3.2867,0.3043,0.9244
38,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0038-0001-0080:c:1/2 t:38/241 - 1 - Position 5.Project Maximum Z,13.9392,4.7883,8.7827,4.7883,8.7827,17.8825,8.0056,2.2169,85.1808,0.5478,38,3.6111,0.2769,0.9253
39,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0039-0001-0079:c:1/2 t:39/241 - 1 - Position 5.Project Maximum Z,13.2616,4.7462,8.6486,4.7462,8.6486,17.6358,7.9749,2.1173,84.5833,0.5358,39,3.7666,0.2655,0.9249
40,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0040-0001-0093:c:1/2 t:40/241 - 1 - Position 5.Project Maximum Z,12.0032,4.1853,10.2335,4.1853,10.2335,14.9848,6.0699,2.5178,90.1983,0.6717,40,2.4108,0.4148,0.9126
41,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0041-0001-0134:c:1/2 t:41/241 - 1 - Position 5.Project Maximum Z,14.4716,4.1121,14.7723,4.1121,14.7723,19.2292,8.6748,2.1241,82.3283,0.4918,41,4.0841,0.2449,0.9225
42,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0042-0001-0133:c:1/2 t:42/241 - 1 - Position 5.Project Maximum Z,13.3463,4.3080,14.7277,4.3080,14.7277,16.7402,7.5385,2.2542,89.8904,0.5985,42,3.3442,0.2990,0.9542
43,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0043-0001-0123:c:1/2 t:43/241 - 1 - Position 5.Project Maximum Z,12.0032,4.4293,13.6983,4.4293,13.6983,14.8937,5.8863,2.5963,97.1643,0.6800,43,2.2672,0.4411,0.8990
44,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0044-0001-0132:c:1/2 t:44/241 - 1 - Position 5.Project Maximum Z,12.8381,4.3025,14.5346,4.3025,14.5346,17.0136,7.6932,2.1247,88.9906,0.5573,44,3.6208,0.2762,0.9477
45,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0045-0001-0124:c:1/2 t:45/241 - 1 - Position 5.Project Maximum Z,12.6445,4.3130,13.8632,4.3130,13.8632,15.0115,5.8781,2.7389,96.2918,0.7051,45,2.1461,0.4660,0.9330
46,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0046-0001-0093:c:1/2 t:46/241 - 1 - Position 5.Project Maximum Z,13.2616,4.6051,10.5191,4.6051,10.5191,18.8003,8.6047,1.9623,84.8129,0.4715,46,4.3850,0.2281,0.9380
47,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0047-0001-0078:c:1/2 t:47/241 - 1 - Position 5.Project Maximum Z,12.4025,4.4536,8.3918,4.4536,8.3918,17.3892,7.8402,2.0142,85.4590,0.5154,47,3.8925,0.2569,0.9259
48,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0048-0001-0088:c:1/2 t:48/241 - 1 - Position 5.Project Maximum Z,10.7085,4.4221,9.5483,4.4221,9.5483,13.6758,5.5973,2.4359,87.0444,0.7195,48,2.2979,0.4352,0.9465
49,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0049-0001-0127:c:1/2 t:49/241 - 1 - Position 5.Project Maximum Z,15.0524,4.3556,13.9650,4.3556,13.9650,20.2114,9.2859,2.0639,88.5757,0.4630,49,4.4992,0.2223,0.9322
50,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0050-0001-0139:c:1/2 t:50/241 - 1 - Position 5.Project Maximum Z,14.1449,4.2512,15.3981,4.2512,15.3981,18.4514,8.3304,2.1619,88.8796,0.5221,50,3.8532,0.2595,0.9412
51,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0051-0001-0133:c:1/2 t:51/241 - 1 - Position 5.Project Maximum Z,13.2011,4.1764,14.8664,4.1764,14.8664,16.2514,6.9835,2.4068,88.4220,0.6281,51,2.9015,0.3446,0.9393
52,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0052-0001-0115:c:1/2 t:52/241 - 1 - Position 5.Project Maximum Z,12.5356,4.2523,12.7253,4.2523,12.7253,14.9848,6.0606,2.6336,84.8923,0.7015,52,2.3013,0.4345,0.9557
53,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0053-0001-0086:c:1/2 t:53/241 - 1 - Position 5.Project Maximum Z,13.5036,4.6116,9.7421,4.6116,9.7421,17.9203,7.9837,2.1536,86.0088,0.5284,53,3.7072,0.2697,0.9281
54,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0054-0001-0089:c:1/2 t:54/241 - 1 - Position 5.Project Maximum Z,12.2815,4.6207,9.8018,4.6207,9.8018,15.8114,6.7449,2.3184,88.5823,0.6173,54,2.9093,0.3437,0.8966
55,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0055-0001-0109:c:1/2 t:55/241 - 1 - Position 5.Project Maximum Z,10.7327,4.3645,12.0186,4.3645,12.0186,14.3892,5.7006,2.3972,88.6954,0.6514,55,2.3781,0.4205,0.9371
56,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0056-0001-0132:c:1/2 t:56/241 - 1 - Position 5.Project Maximum Z,12.7897,4.3354,14.4645,4.3354,14.4645,17.3892,7.9952,2.0368,89.2799,0.5315,56,3.9255,0.2547,0.9321
57,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0057-0001-0130:c:1/2 t:57/241 - 1 - Position 5.Project Maximum Z,13.2132,4.3380,14.2709,4.3380,14.2709,16.9492,7.5362,2.2324,89.7862,0.5780,57,3.3758,0.2962,0.9450
58,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0058-0001-0117:c:1/2 t:58/241 - 1 - Position 5.Project Maximum Z,10.4060,4.2104,13.0923,4.2104,13.0923,14.2714,5.8864,2.2508,92.9895,0.6420,58,2.6152,0.3824,0.9343
59,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0059-0001-0086:c:1/2 t:59/241 - 1 - Position 5.Project Maximum Z,13.6367,4.7046,9.7784,4.7046,9.7784,18.8537,8.4301,2.0596,81.6261,0.4821,59,4.0930,0.2443,0.9295
60,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0060-0001-0084:c:1/2 t:60/241 - 1 - Position 5.Project Maximum Z,13.0922,4.7240,9.2069,4.7240,9.2069,16.6647,7.4833,2.2276,84.5926,0.5924,60,3.3594,0.2977,0.9401
61,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0061-0001-0091:c:1/2 t:61/241 - 1 - Position 5.Project Maximum Z,10.7327,4.6911,10.0618,4.6911,10.0618,14.7114,6.2818,2.1754,81.4445,0.6232,61,2.8877,0.3463,0.9116
62,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0062-0001-0111:c:1/2 t:62/241 - 1 - Position 5.Project Maximum Z,12.4146,4.3118,11.8984,4.3118,11.8984,16.7025,7.3676,2.1454,86.0775,0.5592,62,3.4341,0.2912,0.9430
63,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0063-0001-0132:c:1/2 t:63/241 - 1 - Position 5.Project Maximum Z,13.4915,4.4247,14.2991,4.4247,14.2991,17.4425,7.7281,2.2228,97.0043,0.5573,63,3.4768,0.2876,0.9354
64,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0064-0001-0128:c:1/2 t:64/241 - 1 - Position 5.Project Maximum Z,10.9747,4.4557,14.0746,4.4557,14.0746,14.9314,6.4931,2.1521,96.9493,0.6186,64,3.0172,0.3314,0.9322
65,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0065-0001-0115:c:1/2 t:65/241 - 1 - Position 5.Project Maximum Z,10.9989,4.3007,12.6927,4.3007,12.6927,14.1048,5.6314,2.4868,94.8741,0.6947,65,2.2645,0.4416,0.9584
66,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0066-0001-0110:c:1/2 t:66/241 - 1 - Position 5.Project Maximum Z,12.1242,4.2890,12.2587,4.2890,12.2587,14.8403,6.2021,2.4890,88.4585,0.6918,66,2.4918,0.4013,0.9493
67,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0067-0001-0090:c:1/2 t:67/241 - 1 - Position 5.Project Maximum Z,13.9271,4.3393,9.9822,4.3393,9.9822,18.1292,8.0979,2.1898,83.3941,0.5325,67,3.6980,0.2704,0.9059
68,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0068-0001-0079:c:1/2 t:68/241 - 1 - Position 5.Project Maximum Z,14.3748,4.5131,8.5963,4.5131,8.5963,18.0758,8.0528,2.2728,82.3230,0.5529,68,3.5431,0.2822,0.9325
69,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0069-0001-0089:c:1/2 t:69/241 - 1 - Position 5.Project Maximum Z,11.8217,4.2720,9.5916,4.2720,9.5916,14.8292,6.0019,2.5079,86.6587,0.6755,69,2.3932,0.4178,0.9080
70,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0070-0001-0109:c:1/2 t:70/241 - 1 - Position 5.Project Maximum Z,13.0075,4.0372,11.7787,4.0372,11.7787,17.2603,7.7912,2.1257,86.3070,0.5487,70,3.6653,0.2728,0.9356
71,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0071-0001-0126:c:1/2 t:71/241 - 1 - Position 5.Project Maximum Z,14.2780,3.8911,13.9363,3.8911,13.9363,17.7647,7.9963,2.2735,85.1426,0.5685,71,3.5172,0.2843,0.9455
72,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0072-0001-0108:c:1/2 t:72/241 - 1 - Position 5.Project Maximum Z,10.0067,4.0694,11.8678,4.0694,11.8678,12.4470,4.8448,2.6298,90.0838,0.8117,72,1.8423,0.5428,0.9561
73,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0073-0001-0078:c:1/2 t:73/241 - 1 - Position 5.Project Maximum Z,14.0481,4.7319,8.5057,4.7319,8.5057,18.7358,8.6645,2.0644,83.2106,0.5029,73,4.1972,0.2383,0.9370
74,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0074-0001-0081:c:1/2 t:74/241 - 1 - Position 5.Project Maximum Z,13.1285,4.5708,8.7525,4.5708,8.7525,16.9114,7.5105,2.2257,86.9028,0.5769,74,3.3745,0.2963,0.9564
75,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0075-0001-0097:c:1/2 t:75/241 - 1 - Position 5.Project Maximum Z,10.9868,4.3541,10.5659,4.3541,10.5659,14.7114,6.1970,2.2574,88.7377,0.6379,75,2.7452,0.3643,0.9190
76,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0076-0001-0127:c:1/2 t:76/241 - 1 - Position 5.Project Maximum Z,14.3385,3.8785,14.1098,3.8785,14.1098,18.9825,8.6668,2.1065,82.0773,0.5000,76,4.1144,0.2431,0.9290
77,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0077-0001-0117:c:1/2 t:77/241 - 1 - Position 5.Project Maximum Z,11.2772,3.9504,13.1517,3.9504,13.1517,15.6936,6.8232,2.1044,84.0010,0.5754,77,3.2423,0.3084,0.9169
78,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0078-0001-0095:c:1/2 t:78/241 - 1 - Position 5.Project Maximum Z,11.0231,4.4456,10.7767,4.4456,10.7767,14.9047,6.2324,2.2520,83.3110,0.6235,78,2.7675,0.3613,0.9286
79,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0079-0001-0076:c:1/2 t:79/241 - 1 - Position 5.Project Maximum Z,12.6445,4.7045,8.3398,4.7045,8.3398,17.6358,7.9903,2.0149,84.4725,0.5109,79,3.9656,0.2522,0.9159
80,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0080-0001-0089:c:1/2 t:80/241 - 1 - Position 5.Project Maximum Z,10.8779,4.4284,9.6896,4.4284,9.6896,13.8047,5.5407,2.4997,86.2416,0.7173,80,2.2166,0.4511,0.9458
81,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0081-0001-0109:c:1/2 t:81/241 - 1 - Position 5.Project Maximum Z,13.0196,4.0436,11.7797,4.0436,11.7797,17.6358,7.9911,2.0744,84.3784,0.5260,81,3.8522,0.2596,0.9177
82,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0082-0001-0126:c:1/2 t:82/241 - 1 - Position 5.Project Maximum Z,13.1769,3.9371,14.1051,3.9371,14.1051,17.8825,7.9878,2.1004,82.8449,0.5178,82,3.8030,0.2629,0.9256
83,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0083-0001-0119:c:1/2 t:83/241 - 1 - Position 5.Project Maximum Z,12.2815,4.0783,13.5176,4.0783,13.5176,16.6537,6.7738,2.3085,82.7344,0.5565,83,2.9343,0.3408,0.8727
84,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0084-0001-0112:c:1/2 t:84/241 - 1 - Position 5.Project Maximum Z,9.3654,4.3463,12.4637,4.3463,12.4637,13.6225,5.8417,2.0413,88.0466,0.6342,84,2.8618,0.3494,0.9474
85,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0085-0001-0082:c:1/2 t:85/241 - 1 - Position 5.Project Maximum Z,13.6609,4.4567,9.1887,4.4567,9.1887,18.6714,8.4342,2.0623,81.7358,0.4924,85,4.0897,0.2445,0.9123
86,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0086-0001-0077:c:1/2 t:86/241 - 1 - Position 5.Project Maximum Z,13.5883,4.2174,8.5249,4.2174,8.5249,17.6358,7.9184,2.1849,88.1664,0.5490,86,3.6241,0.2759,0.9258
87,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0087-0001-0078:c:1/2 t:87/241 - 1 - Position 5.Project Maximum Z,13.7577,4.3568,8.5146,4.3568,8.5146,16.7825,7.2712,2.4091,86.7916,0.6138,87,3.0183,0.3313,0.9293
88,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0088-0001-0085:c:1/2 t:88/241 - 1 - Position 5.Project Maximum Z,10.9868,4.3551,9.1639,4.3551,9.1639,14.4914,5.8898,2.3751,88.2609,0.6574,88,2.4798,0.4033,0.9021
89,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0089-0001-0092:c:1/2 t:89/241 - 1 - Position 5.Project Maximum Z,11.0231,4.2625,9.9496,4.2625,9.9496,13.6114,5.4265,2.5864,86.2691,0.7477,89,2.0981,0.4766,0.9460
90,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0090-0001-0103:c:1/2 t:90/241 - 1 - Position 5.Project Maximum Z,12.9833,4.3940,11.3880,4.3940,11.3880,16.6003,7.3829,2.2391,91.7914,0.5921,90,3.2973,0.3033,0.9266
91,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0091-0001-0107:c:1/2 t:91/241 - 1 - Position 5.Project Maximum Z,10.9142,4.1980,11.8563,4.1980,11.8563,14.4003,5.9705,2.3275,91.5501,0.6614,91,2.5652,0.3898,0.9270
92,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0092-0001-0091:c:1/2 t:92/241 - 1 - Position 5.Project Maximum Z,12.3178,4.0178,10.0542,4.0178,10.0542,16.1759,6.9619,2.2528,99.5507,0.5916,92,3.0903,0.3236,0.9246
93,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0093-0001-0089:c:1/2 t:93/241 - 1 - Position 5.Project Maximum Z,12.2694,4.0829,9.7768,4.0829,9.7768,14.9204,6.0507,2.5818,97.7487,0.6926,93,2.3436,0.4267,0.9281
94,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0094-0001-0102:c:1/2 t:94/241 - 1 - Position 5.Project Maximum Z,10.4060,4.0445,10.9949,4.0445,10.9949,13.9870,5.7213,2.3158,85.6472,0.6684,94,2.4705,0.4048,0.9282
95,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0095-0001-0128:c:1/2 t:95/241 - 1 - Position 5.Project Maximum Z,12.9228,3.8560,14.0635,3.8560,14.0635,16.8847,7.6033,2.1640,90.0660,0.5696,95,3.5135,0.2846,0.9328
96,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0096-0001-0121:c:1/2 t:96/241 - 1 - Position 5.Project Maximum Z,11.7612,4.1474,13.4612,4.1474,13.4612,15.0980,6.4219,2.3319,88.3941,0.6484,96,2.7540,0.3631,0.9315
97,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0097-0001-0112:c:1/2 t:97/241 - 1 - Position 5.Project Maximum Z,10.0067,3.9535,12.3102,3.9535,12.3102,12.8603,5.0937,2.5013,88.6949,0.7603,97,2.0364,0.4911,0.9517
98,RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0098-0001-0083:c:1/2 t:98/241 - 1 - Position 5.Project Maximum Z,13.8666,3.8632,9.3316,3.8632,9.3316,18.2314,8.3021,2.1266,96.0969,0.5243,98,3.9039,0.2562,0.9287
