"frame","particle","area","x","y","major","minor","circularity","convexity","label"
114,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.1234,4.0664,10.493,4.518,2.5711,0.829,0.9562,"hi"
115,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.0188,4.3071,9.4648,5.6885,2.2425,0.6643,0.9479,"hi"
116,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.2608,4.3012,9.2728,5.6742,2.3024,0.6867,0.9501,"hi"
117,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.2971,4.1006,9.6779,5.0737,2.584,0.7903,0.9556,"hi"
118,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8209,3.9702,10.0581,4.6029,2.44,0.7928,0.9517,"hi"
119,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",11.6886,3.4678,12.5776,7.4853,1.9882,0.5289,0.9383,"hi"
120,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.5391,3.5999,12.8835,6.5772,2.0402,0.5932,0.9401,"hi"
121,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.8779,3.6792,12.8945,6.2244,2.2252,0.6339,0.936,"hi"
122,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.5149,3.6506,12.497,5.623,2.3809,0.6843,0.9369,"hi"
123,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.2487,3.7332,12.4116,5.4524,2.3932,0.6859,0.9247,"hi"
124,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.3049,3.5591,12.2724,5.2313,2.2647,0.6806,0.9338,"hi"
125,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.6195,3.6368,12.2521,5.0643,2.4185,0.7309,0.9459,"hi"
126,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.1476,3.7746,12.1319,4.7709,2.4413,0.7312,0.9287,"hi"
127,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.9903,3.8492,12.0191,4.6309,2.4718,0.7071,0.9201,"hi"
128,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.3576,3.8003,11.563,5.2305,2.5213,0.716,0.9438,"hi"
129,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.6679,3.7631,11.6016,4.9572,2.4831,0.7243,0.9411,"hi"
130,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.3576,3.9853,11.7182,5.0993,2.5862,0.7502,0.949,"hi"
131,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.5348,3.7796,11.6075,5.0421,2.4078,0.7499,0.9454,"hi"
132,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.043,3.8367,11.1258,5.2045,2.4569,0.7631,0.9469,"hi"
133,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.7526,3.9058,11.1651,5.0521,2.4579,0.7703,0.955,"hi"
134,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.9704,3.8529,11.2962,4.9327,2.5736,0.7922,0.9581,"hi"
135,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.9341,3.8707,11.1938,4.7905,2.6403,0.7975,0.9502,"hi"
136,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.2608,3.9337,11.2891,4.8189,2.7111,0.8104,0.9625,"hi"
137,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.1554,3.8616,11.4611,4.3907,2.365,0.7944,0.9387,"hi"
138,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.2081,3.9098,11.3911,4.6274,2.5336,0.7808,0.9495,"hi"
139,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9255,3.9369,11.4722,4.5325,2.2264,0.7234,0.9225,"hi"
140,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6515,3.9476,11.3059,4.3648,2.5237,0.8255,0.9396,"hi"
141,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.712,3.9548,11.2878,4.3,2.5796,0.8055,0.9326,"hi"
142,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.7846,3.7644,11.2267,4.2482,2.6329,0.8614,0.9578,"hi"
143,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6757,3.9337,11.2069,4.2866,2.5769,0.8317,0.9509,"hi"
144,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8814,3.9832,11.3382,4.2616,2.6535,0.7997,0.9279,"hi"
145,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.9177,4.0116,11.3857,4.2653,2.662,0.8155,0.9341,"hi"
146,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6999,4.0051,11.4081,4.1285,2.6831,0.8301,0.9393,"hi"
147,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.3732,3.9799,11.4314,4.0409,2.6383,0.8441,0.9377,"hi"
148,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8693,3.9724,11.3984,4.2067,2.6845,0.833,0.9416,"hi"
149,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6031,3.7832,11.4229,4.1626,2.6315,0.8436,0.9474,"hi"
150,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.2202,4.0649,11.3996,4.2784,2.7439,0.8124,0.939,"hi"
151,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.228,3.9746,11.4102,4.1527,2.5228,0.8295,0.9464,"hi"
152,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.4579,3.9006,11.425,4.011,2.6849,0.8333,0.9408,"hi"
153,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6999,3.9471,11.2998,4.0261,2.7513,0.8475,0.9523,"hi"
154,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.0266,3.9402,11.1334,4.1984,2.7375,0.8202,0.936,"hi"
155,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.4579,3.8556,11.0585,4.1442,2.5986,0.8294,0.9401,"hi"
156,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.228,3.8833,10.912,4.2621,2.458,0.7977,0.9347,"hi"
157,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.9661,3.9768,10.8239,4.4396,2.5714,0.8147,0.95,"hi"
158,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6031,4.0032,10.8384,4.3584,2.5133,0.8118,0.9455,"hi"
159,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.8892,3.9877,10.9541,4.1277,2.4335,0.8317,0.9504,"hi"
160,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.6999,3.7229,11.0131,4.3305,2.5579,0.7992,0.9473,"hi"
161,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9013,3.7948,10.9672,4.1477,2.4255,0.8153,0.9342,"hi"
162,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.349,3.9511,10.9928,4.1792,2.5436,0.8498,0.955,"hi"
163,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.3974,3.961,10.9575,4.116,2.5976,0.8369,0.9449,"hi"
164,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.9298,3.9309,11.008,4.238,2.6828,0.8371,0.9547,"hi"
165,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.4259,3.9334,10.9168,4.3397,2.7655,0.8471,0.9547,"hi"
166,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.0508,3.7219,10.8779,4.395,2.622,0.801,0.9444,"hi"
167,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.3049,3.8403,10.9334,4.4312,2.6736,0.806,0.9465,"hi"
168,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.7483,3.9824,11.0024,4.3532,2.5588,0.8163,0.9526,"hi"
169,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.7362,3.9632,10.9587,4.2905,2.5925,0.8152,0.9481,"hi"
170,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.3291,4.0116,10.8962,4.5101,2.6337,0.8045,0.9425,"hi"
171,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.3533,3.9668,10.8418,4.4674,2.6658,0.8189,0.945,"hi"
172,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.4864,4.0078,10.9059,4.4807,2.6957,0.813,0.9412,"hi"
173,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",9.2928,4.0167,11.006,4.3023,2.7502,0.8314,0.9558,"hi"
174,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8814,3.9966,10.9487,4.2195,2.68,0.8342,0.9514,"hi"
175,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8814,3.9823,10.9156,4.3267,2.6136,0.8159,0.9459,"hi"
176,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9134,3.7854,10.888,4.0898,2.4636,0.8302,0.9458,"hi"
177,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.7846,3.8197,11.028,4.2644,2.6229,0.807,0.9326,"hi"
178,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.5547,3.8434,10.9585,4.1086,2.6511,0.8109,0.9352,"hi"
179,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9376,3.9265,10.946,3.8375,2.6336,0.8426,0.9385,"hi"
180,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.3853,3.8674,10.9031,4.118,2.5926,0.8054,0.9179,"hi"
181,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9981,3.9636,10.9849,4.0697,2.5023,0.8063,0.9363,"hi"
182,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.0828,3.9175,10.8424,3.8455,2.6762,0.858,0.9482,"hi"
183,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.3689,3.737,10.8346,3.7128,2.5271,0.7955,0.942,"hi"
184,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.26,3.8775,11.0235,3.8043,2.4298,0.8068,0.9434,"hi"
185,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",6.8365,3.9114,11.0458,3.7233,2.3378,0.8418,0.9488,"hi"
186,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.1312,3.8729,10.9871,4.1491,2.4952,0.8237,0.9505,"hi"
187,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.0828,3.8663,11.004,4.2724,2.4088,0.7964,0.9482,"hi"
188,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.3127,3.9545,11.0851,4.1084,2.5762,0.8151,0.9322,"hi"
189,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.6835,3.8184,11.067,4.0651,2.4066,0.8116,0.9373,"hi"
190,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.2885,3.8099,11.0396,4.4494,2.3718,0.7416,0.9282,"hi"
191,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.9497,3.7848,11.1809,4.2796,2.3652,0.7796,0.9319,"hi"
192,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.6472,3.8389,11.1081,4.3509,2.2378,0.7216,0.9267,"hi"
193,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.8408,3.8104,11.0241,4.3103,2.3161,0.6534,0.8681,"hi"
194,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.8451,3.8176,11.0469,4.8317,2.3308,0.707,0.9212,"hi"
195,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",7.7077,3.6265,10.9911,4.0995,2.3939,0.7697,0.9212,"hi"
196,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",6.7034,3.8363,11.0286,3.8512,2.2162,0.7376,0.8979,"hi"
197,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",8.1191,3.7529,11.0902,4.561,2.2665,0.7077,0.9179,"hi"
198,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",10.5875,3.7397,10.9729,6.0563,2.2259,0.6202,0.9414,"hi"
199,"RoiMask_0_STL22_MAX_Maria_AFA4007_5-1.tif:0001-0001-0089:c:1/2 t:1/241 - 1 - Position 5.Project Maximum Z",4.7674,3.7045,9.2643,2.8832,2.1053,0.837,0.9238,"hi"
