"frame","particle","area","x","y","major","minor","circularity","convexity","label"
86,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.9626,3.233,7.3412,8.1558,1.7114,0.4489,0.8891,"hi"
87,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.3014,3.2684,6.184,7.6813,1.8733,0.4648,0.8347,"hi"
88,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.1441,3.3988,5.7281,7.4475,1.9052,0.4912,0.8652,"hi"
89,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",7.8771,3.1855,7.8664,4.8196,2.081,0.7111,0.9401,"hi"
90,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.7206,4.0386,11.3552,7.7882,1.7526,0.4241,0.8158,"hi"
91,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.2729,4.4258,12.406,7.2762,1.7976,0.4809,0.8835,"hi"
92,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.5106,4.144,11.9077,5.667,2.1368,0.5781,0.8767,"hi"
93,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.285,3.7014,10.1613,6.6449,1.9707,0.5658,0.9239,"hi"
94,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.4985,3.6959,10.2451,6.1503,1.9664,0.6045,0.9187,"hi"
95,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",8.5668,3.9407,11.9608,5.5004,1.9831,0.611,0.9421,"hi"
96,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",8.2764,3.835,11.6505,5.2746,1.9978,0.6019,0.9054,"hi"
97,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.8736,3.47,9.6063,6.6707,1.8846,0.549,0.9423,"hi"
98,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",12.4146,3.4274,6.5865,8.4918,1.8614,0.4721,0.9404,"hi"
99,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.5313,3.4508,5.6614,7.6984,1.9072,0.4916,0.8969,"hi"
100,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.1113,3.4602,6.8413,5.6989,2.0356,0.6065,0.8959,"hi"
101,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.5192,3.473,8.7998,7.6474,1.9179,0.5229,0.9279,"hi"
102,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.4466,4.2456,11.5647,8.1856,1.7805,0.4253,0.8735,"hi"
103,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.2651,4.1044,12.0142,6.5354,2.1947,0.5049,0.829,"hi"
104,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.406,3.932,11.3021,6.1454,2.156,0.5288,0.8767,"hi"
105,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.2046,3.7451,10.1522,7.11,2.0065,0.5331,0.9078,"hi"
106,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.3939,3.6506,9.6513,6.0893,2.1733,0.6437,0.9222,"hi"
107,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.0672,3.7942,11.7038,6.315,2.0298,0.5867,0.9359,"hi"
108,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.4544,4.4313,13.1968,6.5663,2.0272,0.5465,0.8939,"hi"
109,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.9462,3.9458,12.2964,5.1472,2.4603,0.7275,0.9362,"hi"
110,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.1277,3.7828,10.5899,6.5377,1.9724,0.566,0.9123,"hi"
111,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",12.0516,3.7111,7.9099,7.7617,1.977,0.5216,0.9088,"hi"
112,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",8.5305,3.6404,9.2529,5.0117,2.1672,0.7233,0.9508,"hi"
113,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",11.5797,3.779,11.7348,7.556,1.9512,0.5072,0.9327,"hi"
114,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.5149,3.9408,12.2739,7.1628,1.8691,0.5243,0.9279,"hi"
115,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",10.2729,3.9106,11.9977,6.0789,2.1517,0.6202,0.909,"hi"
116,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",8.7967,3.7366,11.0002,4.8755,2.2972,0.721,0.9399,"hi"
117,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.922,3.6484,10.32,5.6869,2.2214,0.6667,0.9404,"hi"
118,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",8.6273,3.6811,10.2174,5.0837,2.1607,0.6985,0.926,"hi"
119,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.438,3.8132,12.3881,6.1026,1.9691,0.5975,0.9353,"hi"
120,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.2323,4.2142,13.0164,5.7133,2.0575,0.6444,0.9472,"hi"
121,"RoiMask_0_STL22_MAX_Maria_AFA4007_2-1.tif:0001-0001-0068:c:1/2 t:1/241 - 1 - Position 2.Project Maximum Z",9.075,3.8934,12.2257,4.5937,2.5153,0.7614,0.9398,"hi"
