"frame","particle","area","x","y","major","minor","circularity","convexity","label"
36,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.6687,3.0832,10.8572,8.2586,1.9531,0.4972,0.9196,"hi"
37,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.6523,3.2646,11.3307,6.7029,2.2134,0.5837,0.877,"hi"
38,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.3342,3.3402,7.5993,8.2901,2.0479,0.4942,0.916,"hi"
39,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.8744,4.6204,3.9235,6.9374,2.3629,0.445,0.7039,"hi"
40,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.737,4.5429,4.167,6.4121,2.3306,0.5743,0.8168,"hi"
41,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.769,3.8815,4.606,5.7445,2.3869,0.663,0.8816,"hi"
42,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.3377,4.0647,4.4752,6.6661,2.1655,0.5857,0.8798,"hi"
43,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.0473,4.1477,4.6137,6.2656,2.2449,0.6108,0.8813,"hi"
44,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.0836,3.1271,7.305,7.28,1.9385,0.4898,0.8846,"hi"
45,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.3584,2.8642,11.9893,7.9113,2.1499,0.4594,0.7968,"hi"
46,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.8018,3.4883,13.2392,7.3802,2.2086,0.4948,0.8132,"hi"
47,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.5036,4.0195,13.3668,6.984,2.4618,0.4939,0.7602,"hi"
48,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.4189,3.8319,13.217,5.8204,2.9354,0.5856,0.8402,"hi"
49,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.4267,3.8947,13.145,5.3684,2.9473,0.7061,0.9125,"hi"
50,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.0196,3.7622,13.0381,5.416,3.0608,0.7271,0.9123,"hi"
51,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.7534,3.9497,13.4013,6.7055,2.4216,0.6199,0.8824,"hi"
52,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.0879,3.5705,10.9209,6.896,2.2319,0.5537,0.9069,"hi"
53,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.673,3.3672,5.2154,8.2472,2.1109,0.4358,0.7866,"hi"
54,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.5676,4.2721,3.7041,7.1144,2.0702,0.4948,0.8078,"hi"
55,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.2046,3.4776,4.7561,5.696,2.5046,0.6836,0.943,"hi"
56,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.2772,3.4651,8.3962,7.5799,1.8943,0.4971,0.8966,"hi"
57,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.0559,3.6845,11.9871,7.8535,2.1167,0.5064,0.894,"hi"
58,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.043,4.0872,11.8491,5.9212,2.1595,0.616,0.8891,"hi"
59,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.584,3.4065,7.5026,8.6858,1.8447,0.4426,0.9353,"hi"
60,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.2132,3.7952,5.6238,8.4907,1.9814,0.4412,0.8515,"hi"
61,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.68,3.3587,7.4817,5.5936,2.2034,0.6932,0.9529,"hi"
62,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.0879,3.4243,11.6041,7.5766,2.0314,0.4941,0.8802,"hi"
63,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.3135,3.7288,12.235,6.4129,2.2462,0.6098,0.9086,"hi"
64,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.3256,3.387,8.5309,5.9903,2.4073,0.6717,0.9551,"hi"
65,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.8381,3.723,5.3234,7.0324,2.3244,0.5862,0.9214,"hi"
66,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.5434,3.7017,6.3243,5.0459,2.9127,0.843,0.97,"hi"
67,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.858,3.0543,9.8047,7.4041,2.0392,0.5291,0.9254,"hi"
68,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.5676,3.2268,12.6429,6.7978,2.1666,0.56,0.9214,"hi"
69,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.1925,3.0638,12.4095,5.8783,2.4243,0.688,0.9424,"hi"
70,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.1882,2.9626,10.4064,5.2683,2.4623,0.7071,0.9273,"hi"
71,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.5356,3.3881,6.0322,8.087,1.9736,0.4799,0.935,"hi"
72,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.8986,4.4171,4.5183,7.7528,2.1183,0.5072,0.9022,"hi"
73,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.4146,4.4504,4.0599,7.1434,2.2128,0.5622,0.9008,"hi"
74,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",13.2253,5.2525,3.148,7.3393,2.2944,0.5521,0.8779,"hi"
75,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.8736,4.1206,4.6267,4.4848,2.8031,0.8072,0.9379,"hi"
76,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.5797,3.2166,7.3921,7.8017,1.8898,0.4705,0.8973,"hi"
77,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.342,3.1878,11.3232,7.9022,1.9886,0.4561,0.8316,"hi"
78,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.7249,3.2409,12.0877,7.4251,2.0106,0.4799,0.8382,"hi"
79,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.8701,3.5177,13.1164,7.3094,2.0677,0.4995,0.8601,"hi"
80,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.7128,3.9973,13.8356,7.0326,2.1206,0.5294,0.8662,"hi"
81,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.3732,3.991,12.5715,4.9107,2.171,0.7126,0.9314,"hi"
82,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.2046,3.5486,10.0741,7.4674,1.9105,0.5086,0.9406,"hi"
83,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",12.0032,3.3226,8.0416,7.869,1.9422,0.5094,0.9466,"hi"
84,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0067,3.448,8.1653,6.6789,1.9077,0.5801,0.9329,"hi"
85,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.6636,3.5538,9.2872,5.3111,2.0769,0.649,0.9275,"hi"
86,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.1035,3.9918,11.1541,6.6945,1.9216,0.5162,0.9196,"hi"
87,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.0715,3.8505,10.903,6.7552,2.0868,0.563,0.9346,"hi"
88,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.7932,3.5423,10.2466,5.3046,2.5906,0.7062,0.922,"hi"
89,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.5953,3.5589,9.3057,5.4192,2.2544,0.6883,0.9491,"hi"
90,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0188,4.0502,8.2204,5.812,2.1948,0.6581,0.9463,"hi"
91,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.1156,3.7424,8.1216,5.7742,2.2305,0.6759,0.9495,"hi"
92,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.6964,3.8923,7.2731,6.3354,2.1497,0.6288,0.9434,"hi"
93,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.7725,3.7577,8.2085,4.6362,2.4092,0.7764,0.9527,"hi"
94,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9946,3.5866,9.3074,5.9652,2.1333,0.6199,0.9302,"hi"
95,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.4829,4.0925,11.213,7.2579,2.0144,0.5482,0.9286,"hi"
96,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0551,3.7235,10.6658,5.794,2.2096,0.6745,0.9374,"hi"
97,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.1234,3.697,9.8769,4.4629,2.6028,0.8111,0.952,"hi"
98,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.7362,3.6373,9.3377,4.7553,2.3391,0.7567,0.9506,"hi"
99,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9825,3.5749,8.7394,5.9698,2.1291,0.6378,0.9151,"hi"
100,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.5192,4.0064,7.5124,6.8685,2.1353,0.5838,0.9315,"hi"
101,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.9064,4.1101,6.4768,6.9903,2.1687,0.5692,0.9266,"hi"
102,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9099,3.9828,6.9231,5.4825,2.3014,0.6878,0.9136,"hi"
103,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.6273,4.2828,7.7295,4.4774,2.4533,0.7601,0.94,"hi"
104,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0914,4.0114,8.3752,5.1421,2.4987,0.7636,0.9564,"hi"
105,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.5996,3.9383,9.2467,6.0598,2.2271,0.6366,0.9304,"hi"
106,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.8935,4.0104,8.598,4.9208,2.3012,0.743,0.9423,"hi"
107,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9099,3.8569,7.9017,5.2836,2.3881,0.7108,0.9419,"hi"
108,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9462,4.1005,7.6311,5.1448,2.4615,0.7634,0.9405,"hi"
109,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.801,4.0504,7.6264,5.1647,2.4162,0.7447,0.9446,"hi"
110,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.1718,3.7882,7.9515,4.353,2.6827,0.8503,0.9632,"hi"
111,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.2202,3.8136,7.9665,4.2799,2.7429,0.8509,0.9537,"hi"
112,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.5227,3.9891,8.0221,4.428,2.7382,0.8337,0.9476,"hi"
113,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0188,3.8347,7.9322,4.547,2.8054,0.837,0.9617,"hi"
114,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.0067,3.7224,8.033,4.4195,2.8829,0.8448,0.9517,"hi"
115,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.4864,3.6468,8.2242,4.3007,2.8085,0.8358,0.9451,"hi"
116,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.6437,3.397,8.559,4.7785,2.5696,0.7822,0.9516,"hi"
117,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.9341,3.5025,8.3802,4.7912,2.6399,0.8023,0.9541,"hi"
118,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.4017,3.6568,8.2143,4.5669,2.6212,0.8072,0.9458,"hi"
119,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.3775,3.9841,8.216,4.4505,2.6828,0.8174,0.9503,"hi"
120,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.0145,3.7557,8.1451,4.3328,2.649,0.8281,0.9576,"hi"
