"frame","particle","area","x","y","major","minor","circularity","convexity","label"
121,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.1433,3.7468,8.2793,4.1314,2.5097,0.8402,0.9566,"hi"
122,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0344,3.741,8.302,4.0982,2.4962,0.8155,0.9452,"hi"
123,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.9618,3.7352,8.3311,4.1444,2.446,0.7988,0.9447,"hi"
124,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.986,4.0483,8.4143,4.2568,2.3886,0.7921,0.9469,"hi"
125,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0465,3.991,8.5068,4.2083,2.4345,0.8167,0.9507,"hi"
126,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0949,3.8017,8.4395,4.3211,2.3852,0.8122,0.9523,"hi"
127,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.1433,3.7979,8.442,4.1938,2.4723,0.7948,0.9426,"hi"
128,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0223,3.8277,8.4334,4.4372,2.302,0.7691,0.9485,"hi"
129,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.8529,3.8462,8.3421,4.4459,2.249,0.765,0.9502,"hi"
130,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0102,3.8655,8.3881,4.4971,2.2679,0.7593,0.9491,"hi"
131,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.2038,3.9508,8.3769,4.4954,2.3236,0.7655,0.9456,"hi"
132,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.1191,3.837,8.3239,4.5633,2.2654,0.7377,0.9372,"hi"
133,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.3127,3.8877,8.3492,4.6704,2.2662,0.7278,0.9385,"hi"
134,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0102,3.9603,8.373,4.4177,2.3086,0.7929,0.9518,"hi"
135,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.1675,3.9071,8.4748,4.5149,2.3033,0.7993,0.9677,"hi"
136,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0828,4.056,8.441,4.5206,2.2765,0.7911,0.9605,"hi"
137,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.3732,3.7111,8.353,4.5369,2.3499,0.8027,0.9624,"hi"
138,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.349,3.7732,8.3932,4.5574,2.3325,0.7914,0.959,"hi"
139,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.1917,3.8163,8.4317,4.4355,2.3515,0.789,0.9582,"hi"
140,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.2522,3.8034,8.4895,4.4617,2.3549,0.7874,0.9479,"hi"
141,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.2643,3.8069,8.4992,4.3241,2.4334,0.8104,0.9513,"hi"
142,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.7077,4.0495,8.6196,4.2407,2.3142,0.7697,0.9444,"hi"
143,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.8166,3.922,8.5487,4.2412,2.3466,0.8104,0.9479,"hi"
144,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.9255,3.8785,8.5263,4.2204,2.391,0.8217,0.9479,"hi"
145,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.7077,3.9205,8.5972,4.0443,2.4266,0.8463,0.955,"hi"
146,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.6593,3.9505,8.5681,4.089,2.385,0.8171,0.9448,"hi"
147,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.6835,3.84,8.5915,4.0608,2.4091,0.8436,0.9535,"hi"
148,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.8045,3.8944,8.5849,4.1108,2.4173,0.8285,0.9506,"hi"
149,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.865,4.1336,8.6081,4.1366,2.4209,0.8291,0.9559,"hi"
150,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.623,3.9696,8.4697,4.014,2.418,0.8189,0.9445,"hi"
151,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.0102,3.9529,8.4702,4.0801,2.4997,0.8305,0.9553,"hi"
152,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.6109,3.9442,8.465,4.0289,2.4052,0.7945,0.9402,"hi"
153,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.6593,3.9222,8.4571,4.0035,2.4359,0.8268,0.9476,"hi"
154,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.8045,3.9609,8.5405,3.9789,2.4975,0.8425,0.9499,"hi"
155,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.4294,4.2678,8.6128,3.9381,2.402,0.8547,0.9669,"hi"
156,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.0664,4.0966,8.487,3.7333,2.41,0.8701,0.9589,"hi"
157,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1632,4.0037,8.4447,3.8581,2.364,0.8343,0.9518,"hi"
158,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.0422,4.0503,8.5362,3.8356,2.3377,0.8454,0.9588,"hi"
159,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.9575,4.0871,8.5811,3.9032,2.2696,0.8205,0.9504,"hi"
160,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1027,4.3227,8.6155,3.9565,2.2857,0.813,0.9445,"hi"
161,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.5746,4.2856,8.6011,4.0236,2.3969,0.8317,0.9543,"hi"
162,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1269,4.0918,8.4695,3.8531,2.3551,0.8301,0.9523,"hi"
163,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.776,4.1262,8.4875,3.6952,2.3348,0.8451,0.9492,"hi"
164,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1027,4.0886,8.5061,3.872,2.3356,0.8231,0.9468,"hi"
165,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1027,4.0412,8.4424,3.7925,2.3846,0.8482,0.9506,"hi"
166,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.0301,4.3247,8.5441,3.7618,2.3794,0.861,0.954,"hi"
167,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.018,4.2763,8.4601,3.6812,2.4274,0.8487,0.9485,"hi"
168,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.0785,4.1058,8.4819,3.7734,2.3885,0.8409,0.9451,"hi"
169,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.7397,4.0521,8.4207,3.6735,2.336,0.8317,0.9417,"hi"
170,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.3205,4.0566,8.4032,3.7543,2.4827,0.8589,0.9543,"hi"
171,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.4536,4.115,8.4432,3.7703,2.5171,0.8445,0.9448,"hi"
172,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.2116,4.1438,8.3631,3.8137,2.4077,0.8314,0.9453,"hi"
173,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1995,4.1268,8.2684,3.762,2.4367,0.8343,0.9475,"hi"
174,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.9454,4.0579,8.2906,3.6475,2.4245,0.8727,0.9503,"hi"
175,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.8728,4.0497,8.3708,3.5923,2.4359,0.8636,0.9475,"hi"
176,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1511,4.326,8.4247,3.7312,2.4402,0.8805,0.961,"hi"
177,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.7639,4.2936,8.4115,3.6794,2.3406,0.8545,0.9507,"hi"
178,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.2721,4.1764,8.3987,3.7455,2.4721,0.8841,0.9616,"hi"
179,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.6913,4.156,8.4602,3.5465,2.4022,0.8453,0.9453,"hi"
180,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.7639,4.298,8.4201,3.492,2.4663,0.877,0.9491,"hi"
181,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.9048,4.2717,8.4838,3.2587,2.3071,0.8899,0.9559,"hi"
182,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.4009,4.1502,8.4483,3.3832,2.4089,0.8731,0.9523,"hi"
183,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.0137,4.434,8.4433,3.3353,2.2957,0.8885,0.9494,"hi"
184,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.5098,4.2358,8.3694,3.3727,2.4576,0.9051,0.9616,"hi"
185,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.1226,4.2261,8.3852,3.2745,2.3807,0.9227,0.9638,"hi"
186,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.1831,4.1022,8.297,3.2095,2.4529,0.9009,0.9551,"hi"
187,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.8365,4.1129,8.3601,3.4125,2.5507,0.913,0.9666,"hi"
188,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.3525,4.1252,8.3524,3.2892,2.4591,0.8953,0.9554,"hi"
189,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.8564,4.1716,8.4139,3.1066,2.4002,0.9081,0.95,"hi"
190,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.4087,4.142,8.4155,3.2572,2.1143,0.8684,0.942,"hi"
191,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.7354,4.1129,8.4201,3.0512,2.3933,0.9022,0.9489,"hi"
192,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.1148,4.1084,8.4569,3.3052,2.7408,0.9105,0.9545,"hi"
193,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.5945,4.1004,8.4584,3.1318,2.681,0.9118,0.9536,"hi"
194,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.1831,4.0085,8.3782,3.1305,2.5148,0.903,0.9437,"hi"
195,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.8564,4.2332,8.4125,2.7804,2.6819,0.9403,0.9594,"hi"
196,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.2073,3.8758,8.3541,2.9966,2.6375,0.8992,0.9509,"hi"
197,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.2557,3.929,8.4901,2.9135,2.7339,0.9296,0.961,"hi"
198,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.7233,3.8466,8.4745,2.8125,2.591,0.9324,0.9546,"hi"
199,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.9774,3.9618,8.4822,3.052,2.4937,0.878,0.9383,"hi"
200,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.5219,4.0597,8.5548,3.1077,2.672,0.8682,0.9398,"hi"
201,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.7838,3.8726,8.6182,3.0682,2.4001,0.8738,0.9309,"hi"
202,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",4.9852,3.8791,8.7373,3.0069,2.1109,0.8729,0.9385,"hi"
203,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.1183,4.1416,8.79,2.9037,2.2443,0.8718,0.9379,"hi"
204,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.8201,3.9574,8.6373,2.9702,2.4949,0.862,0.9413,"hi"
205,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.1788,4.0037,8.6114,3.0107,2.1901,0.9012,0.9459,"hi"
206,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.8322,3.9077,8.5748,3.1629,2.3478,0.8128,0.9243,"hi"
207,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.6144,3.9206,8.5278,2.7153,2.6327,0.9422,0.9547,"hi"
208,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.2799,3.8348,8.3495,3.6857,2.1694,0.7611,0.9003,"hi"
209,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.1468,4.1419,8.4966,3.3616,2.3282,0.8733,0.939,"hi"
210,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.6187,3.793,8.2431,3.5703,2.3604,0.7963,0.9155,"hi"
211,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.0742,3.9076,8.4845,3.6172,2.1381,0.7876,0.9111,"hi"
212,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.0379,3.9251,8.3255,3.2856,2.3398,0.8578,0.9389,"hi"
213,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.1589,3.8843,8.321,3.413,2.2976,0.8468,0.9322,"hi"
214,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.05,4.1752,8.4841,3.2794,2.3489,0.8715,0.9355,"hi"
215,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.5945,3.7831,8.3607,3.3603,2.4987,0.8827,0.9495,"hi"
216,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.3646,3.9882,8.3866,3.4993,2.3158,0.8407,0.9326,"hi"
217,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",6.6913,3.9488,8.2823,4.2683,1.996,0.7347,0.9148,"hi"
218,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",7.6593,4.0107,8.1976,4.96,1.9662,0.6915,0.9323,"hi"
219,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.7483,4.2251,8.3394,5.4758,2.0342,0.6489,0.9257,"hi"
220,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.0992,4.0644,8.28,5.8194,1.9908,0.6196,0.9227,"hi"
221,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",8.833,4.0667,8.2723,6.1149,1.8392,0.5717,0.9012,"hi"
222,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.3412,4.0301,8.2127,6.5839,1.8065,0.5246,0.8635,"hi"
223,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.1761,4.0512,8.2437,6.9511,1.864,0.5199,0.8688,"hi"
224,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",9.5832,4.2311,8.374,7.2315,1.6873,0.4545,0.8254,"hi"
225,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.8416,4.0224,8.3881,7.963,1.7335,0.418,0.8171,"hi"
226,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",11.6765,3.9864,8.3721,8.7176,1.7054,0.3973,0.8085,"hi"
227,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",10.5149,4.0012,8.522,9.0784,1.4747,0.3461,0.8031,"hi"
228,"RoiMask_0_STL22_MAX_Maria_AFA4007_6-1.tif:0001-0001-0049:c:1/2 t:1/241 - 1 - Position 6.Project Maximum Z",5.4934,3.8168,6.2392,4.991,1.4014,0.5351,0.8648,"hi"
