"frame","particle","area","x","y","major","minor","circularity","convexity","label"
121,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.8537,6.1388,10.3226,5.962,2.3179,0.6577,0.9153,"hi"
122,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.7483,6.1517,11.3394,4.3317,2.5714,0.8309,0.9532,"hi"
123,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.4181,6.0469,12.3922,5.4147,2.4498,0.7,0.943,"hi"
124,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.2764,6.1891,11.7094,4.034,2.6123,0.854,0.9546,"hi"
125,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.7526,6.2321,11.1347,4.9142,2.5268,0.767,0.9471,"hi"
126,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.6316,6.3265,10.3682,5.1629,2.3753,0.7245,0.9332,"hi"
127,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.7362,6.3626,10.9697,4.5052,2.469,0.8025,0.9413,"hi"
128,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9618,6.3633,11.398,3.8499,2.6331,0.8655,0.9522,"hi"
129,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.5789,6.3129,11.5955,3.9496,2.7656,0.8707,0.9542,"hi"
130,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1191,6.3109,11.8325,3.8334,2.6967,0.8722,0.9538,"hi"
131,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.0145,6.2433,11.9495,4.3012,2.6685,0.8335,0.9545,"hi"
132,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.954,6.2663,11.793,4.0585,2.8091,0.878,0.961,"hi"
133,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3006,6.2538,11.6047,3.7246,2.8375,0.8725,0.9482,"hi"
134,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3853,6.1852,11.608,3.7719,2.8305,0.8858,0.9552,"hi"
135,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1796,6.1891,11.7023,3.7669,2.7647,0.9,0.9582,"hi"
136,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.591,6.1615,11.9232,3.9152,2.7939,0.8678,0.9517,"hi"
137,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.6636,6.1827,11.7763,3.9484,2.7938,0.8751,0.9572,"hi"
138,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.1113,6.216,11.7818,3.9126,2.965,0.8751,0.9532,"hi"
139,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.5348,6.1237,11.918,4.1211,2.9458,0.8914,0.961,"hi"
140,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.349,6.0986,11.8269,3.7164,2.8604,0.8819,0.9524,"hi"
141,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.6472,6.1758,11.6878,3.5912,2.7113,0.9152,0.9598,"hi"
142,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.712,6.1223,11.8734,3.8326,2.8942,0.8946,0.9587,"hi"
143,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0949,6.1729,11.6522,3.6729,2.8062,0.9172,0.9612,"hi"
144,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1433,6.164,11.6701,3.7101,2.7946,0.8748,0.9499,"hi"
145,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0223,6.1689,11.5781,3.6372,2.8083,0.8871,0.9546,"hi"
146,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.3931,6.2083,11.6428,3.5318,2.6653,0.9007,0.9569,"hi"
147,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3127,6.2177,11.6394,3.7297,2.8378,0.8886,0.9542,"hi"
148,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.4216,6.1709,11.7123,3.8482,2.7865,0.8896,0.956,"hi"
149,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.5184,6.1608,11.808,3.9509,2.7452,0.8605,0.9514,"hi"
150,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1675,6.3061,11.5454,3.7334,2.7855,0.9207,0.9636,"hi"
151,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9013,6.3354,11.4756,3.4914,2.8814,0.9175,0.9561,"hi"
152,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3853,6.368,11.6031,3.672,2.9075,0.8876,0.9493,"hi"
153,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.4821,6.3523,11.6365,3.6346,2.9713,0.896,0.9544,"hi"
154,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.8408,6.3148,11.5157,3.5291,2.8288,0.8929,0.9543,"hi"
155,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.4216,6.3297,11.7123,3.5713,3.0024,0.8958,0.9482,"hi"
156,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1433,6.3247,11.4172,3.5231,2.943,0.9115,0.9553,"hi"
157,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.228,6.2742,11.5168,3.5875,2.9202,0.8795,0.9497,"hi"
158,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1796,6.2322,11.4756,3.6519,2.8519,0.8892,0.9535,"hi"
159,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.349,6.3299,11.5092,3.6347,2.9247,0.9076,0.9583,"hi"
160,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3732,6.2932,11.7102,3.6052,2.9571,0.9058,0.9558,"hi"
161,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.5305,6.2855,11.7111,3.5633,3.0481,0.9274,0.9611,"hi"
162,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0707,6.3458,11.623,3.4962,2.9392,0.9144,0.9576,"hi"
163,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1796,6.3411,11.6237,3.4881,2.9857,0.8892,0.9474,"hi"
164,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.986,6.3052,11.6652,3.5472,2.8665,0.9048,0.9531,"hi"
165,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.7803,6.3324,11.7117,3.614,2.7411,0.8924,0.9519,"hi"
166,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.228,6.3294,11.7805,3.6951,2.8351,0.8901,0.9504,"hi"
167,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1312,6.3194,11.8491,3.6741,2.8178,0.9147,0.9641,"hi"
168,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.6636,6.2313,11.6262,3.6209,3.0464,0.9307,0.9598,"hi"
169,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.7604,6.3078,11.7062,3.7037,3.0116,0.919,0.9628,"hi"
170,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3853,6.271,11.6396,3.5623,2.9971,0.9052,0.9513,"hi"
171,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.47,6.2639,11.7007,3.6786,2.9316,0.9144,0.9655,"hi"
172,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3248,6.3263,11.6028,3.6333,2.9173,0.8987,0.9556,"hi"
173,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3127,6.3125,11.726,3.5935,2.9453,0.9238,0.9642,"hi"
174,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.2401,6.3038,11.7263,3.7121,2.8263,0.9066,0.9544,"hi"
175,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.2643,6.2567,11.6862,3.6753,2.863,0.8984,0.9586,"hi"
176,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3974,6.2865,11.786,3.6777,2.9072,0.9129,0.9579,"hi"
177,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1554,6.3273,11.807,3.4638,2.9978,0.9082,0.9506,"hi"
178,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9739,6.2968,11.6355,3.4214,2.9674,0.9424,0.9627,"hi"
179,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0949,6.3327,11.5501,3.5365,2.9144,0.9125,0.953,"hi"
180,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.5867,6.2982,11.539,3.4101,2.8327,0.8967,0.9493,"hi"
181,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1917,6.2672,11.4835,3.5453,2.9419,0.9123,0.9542,"hi"
182,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.2159,6.2691,11.6923,3.5461,2.95,0.9196,0.9584,"hi"
183,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0586,6.2868,11.7084,3.5164,2.9179,0.9196,0.9548,"hi"
184,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.4458,6.3081,11.6204,3.5984,2.9884,0.9182,0.9588,"hi"
185,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.6351,6.2772,11.6083,3.4221,2.8408,0.9302,0.9626,"hi"
186,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.228,6.3088,11.5879,3.5258,2.9713,0.9117,0.9517,"hi"
187,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0707,6.3102,11.5766,3.5532,2.892,0.9144,0.957,"hi"
188,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.4657,6.2551,11.7104,3.3817,2.8109,0.9096,0.9529,"hi"
189,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9134,6.2542,11.5609,3.5473,2.8404,0.8966,0.9547,"hi"
190,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9618,6.2591,11.6129,3.4814,2.9119,0.9198,0.955,"hi"
191,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.8529,6.3362,11.5406,3.4696,2.8818,0.9007,0.9537,"hi"
192,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.7924,6.3048,11.5245,3.4246,2.8972,0.9258,0.9598,"hi"
193,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3974,6.3049,11.6294,3.5435,3.0173,0.8932,0.9474,"hi"
194,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.5262,6.2863,11.5886,3.3986,2.8196,0.917,0.9562,"hi"
195,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.5063,6.2618,11.7407,3.5718,3.0323,0.8985,0.9526,"hi"
196,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.4579,6.2514,11.5893,3.6173,2.9771,0.9353,0.9655,"hi"
197,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.9739,6.3081,11.5452,3.5147,2.8886,0.9424,0.9649,"hi"
198,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.3853,6.3009,11.5726,3.5406,3.0155,0.9226,0.9552,"hi"
199,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.986,6.262,11.5815,3.5724,2.8463,0.9207,0.9642,"hi"
200,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0465,6.2841,11.5645,3.5233,2.9078,0.9163,0.9596,"hi"
201,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1796,6.2907,11.6009,3.4467,3.0216,0.9221,0.9582,"hi"
202,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.744,6.292,11.6114,3.3386,2.9533,0.9105,0.951,"hi"
203,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.7682,6.2976,11.7078,3.3111,2.9871,0.9229,0.9575,"hi"
204,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1675,6.252,11.6387,3.5076,2.9647,0.8835,0.9454,"hi"
205,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.7924,6.2736,11.5883,3.4845,2.8473,0.8829,0.9485,"hi"
206,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.107,6.2821,11.5354,3.5932,2.8727,0.8983,0.9517,"hi"
207,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.6878,6.3129,11.5062,3.7009,2.9889,0.886,0.9516,"hi"
208,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.7924,6.2929,11.5102,3.4902,2.8427,0.8829,0.945,"hi"
209,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.2479,6.2317,11.6408,3.3592,2.7472,0.8944,0.9448,"hi"
210,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.3447,6.2763,11.6242,3.2501,2.8773,0.9063,0.9514,"hi"
211,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.1269,6.2337,11.6554,3.179,2.8544,0.9241,0.9585,"hi"
212,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.8123,6.2189,11.5472,3.1092,2.7897,0.9069,0.9462,"hi"
213,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.4735,6.2777,11.5491,2.8888,2.8532,0.9124,0.9511,"hi"
214,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.018,6.1991,11.6983,3.0879,2.8937,0.922,0.9493,"hi"
215,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.3205,6.2601,11.6212,3.4004,2.7411,0.8919,0.9513,"hi"
216,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.7276,6.2595,11.6001,2.9562,2.8976,0.9482,0.9636,"hi"
217,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.655,6.3126,11.5214,3.3552,2.5254,0.8957,0.9507,"hi"
218,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.2557,6.2607,11.6865,3.0904,2.5773,0.8767,0.9478,"hi"
219,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.5461,6.2982,11.742,3.0721,2.713,0.9226,0.9533,"hi"
220,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.7155,6.321,11.5802,3.295,2.5949,0.9212,0.9619,"hi"
221,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.2721,6.3305,11.5689,3.6608,2.5293,0.8341,0.9296,"hi"
222,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.292,6.2228,11.5716,3.0878,2.5945,0.8769,0.9369,"hi"
223,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.0785,6.287,11.6746,3.4897,2.5826,0.8516,0.9383,"hi"
224,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.3888,6.14,11.7702,2.9992,2.7122,0.9255,0.9557,"hi"
225,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",7.4415,6.0098,11.6088,3.5267,2.6866,0.9211,0.9693,"hi"
226,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",6.8002,6.0107,11.5717,3.3252,2.6038,0.8865,0.9469,"hi"
227,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.1312,5.9939,11.6539,4.1375,2.5022,0.839,0.9525,"hi"
228,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.4017,5.915,11.5942,4.8509,2.4677,0.78,0.9464,"hi"
229,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.7405,6.0569,11.5383,5.5053,2.2527,0.6692,0.9106,"hi"
230,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.1761,6.0539,11.8822,6.0002,2.1594,0.6389,0.9053,"hi"
231,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.2124,6.1033,11.6096,6.3969,2.0327,0.5832,0.8683,"hi"
232,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",4.3681,7.2763,10.1686,2.7643,2.0119,0.8849,0.9389,"hi"
