"frame","particle","area","x","y","major","minor","circularity","convexity","label"
63,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.9263,5.871,7.3188,4.688,2.9675,0.8248,0.9387,"hi"
64,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.3619,6.4652,8.3084,5.9504,2.4312,0.5919,0.8934,"hi"
65,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.4872,6.4339,11.1215,7.6198,2.0866,0.5,0.8654,"hi"
66,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.3861,6.5817,9.5971,5.8135,2.4937,0.6999,0.9335,"hi"
67,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.8822,5.8563,7.6991,5.8381,2.5914,0.681,0.916,"hi"
68,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.6445,4.9552,6.3656,7.0932,2.2697,0.5915,0.9264,"hi"
69,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.5106,5.7581,7.4583,4.5221,2.6778,0.8217,0.951,"hi"
70,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.9228,6.2844,10.4309,7.3681,2.2331,0.5678,0.9132,"hi"
71,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.8986,6.1658,11.7275,7.1928,2.2833,0.5718,0.8806,"hi"
72,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.0957,6.4289,11.1715,6.134,2.3031,0.6605,0.9324,"hi"
73,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.9505,6.1988,8.9561,6.006,2.3215,0.6661,0.9398,"hi"
74,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.0516,5.6956,6.3351,6.9987,2.1925,0.5568,0.8849,"hi"
75,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.2366,5.7604,6.3593,5.687,2.2918,0.6607,0.8976,"hi"
76,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.4743,6.0714,7.2251,4.8981,2.4628,0.7465,0.9223,"hi"
77,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.9419,5.9742,7.2508,4.8641,2.3406,0.7373,0.9349,"hi"
78,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.6644,6.2322,8.7028,5.9608,2.4915,0.6714,0.9133,"hi"
79,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",13.2737,5.8874,12.6597,8.0061,2.111,0.5081,0.9096,"hi"
80,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.947,5.7977,12.7646,6.7748,2.4332,0.6197,0.9188,"hi"
81,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.7647,6.2192,11.2314,4.1845,2.9711,0.8259,0.94,"hi"
82,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.9384,6.2313,10.666,4.8982,2.8433,0.7544,0.9243,"hi"
83,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.221,6.1329,8.8648,7.0394,2.2105,0.5731,0.9317,"hi"
84,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.5313,5.7455,7.7273,6.3737,2.3036,0.5338,0.8287,"hi"
85,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.6843,5.7688,7.4262,5.4106,2.5143,0.6734,0.8799,"hi"
86,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.0871,6.1112,8.1767,4.6496,2.4884,0.7638,0.9341,"hi"
87,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.7655,5.9929,11.3096,7.6287,2.1306,0.5609,0.9415,"hi"
88,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.5719,5.8783,11.8835,6.986,2.2913,0.599,0.915,"hi"
89,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.1804,6.1157,11.1419,6.1647,2.3092,0.669,0.9347,"hi"
90,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.6921,6.1452,10.4701,4.9722,2.4819,0.7514,0.953,"hi"
91,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.3654,6.1999,10.1018,4.5935,2.5959,0.7872,0.9433,"hi"
92,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.0836,5.8639,11.1349,5.8216,2.4241,0.6849,0.9502,"hi"
93,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.5797,5.4936,12.2242,6.1084,2.4137,0.6744,0.9341,"hi"
94,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.1398,5.5945,11.8947,5.7164,2.2585,0.6745,0.9234,"hi"
95,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.584,5.1149,13.4431,7.0078,2.2864,0.5937,0.9208,"hi"
96,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.769,5.1836,12.8359,6.0266,2.2752,0.6522,0.9403,"hi"
97,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.1156,5.3333,12.3143,5.3731,2.397,0.7169,0.9336,"hi"
98,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.6394,5.5271,12.0864,5.0202,2.1912,0.705,0.9315,"hi"
99,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.2081,5.5781,11.9748,5.1546,2.2745,0.705,0.9332,"hi"
100,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.6999,5.8151,11.4358,4.5769,2.4202,0.792,0.9536,"hi"
101,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.6601,5.8911,11.0599,5.4707,2.481,0.7068,0.9288,"hi"
102,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.1718,5.9165,11.2904,4.9,2.3832,0.7517,0.944,"hi"
103,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.8088,5.8584,11.8406,4.6164,2.4295,0.7811,0.9424,"hi"
104,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.5028,5.8049,12.2285,5.1701,2.5865,0.7696,0.9502,"hi"
105,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.2124,5.6603,12.5635,5.2439,2.4796,0.7513,0.943,"hi"
106,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.4423,5.6966,12.5914,5.2298,2.5423,0.7271,0.9215,"hi"
107,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.9341,5.74,12.1368,4.763,2.6555,0.7874,0.9383,"hi"
108,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.8209,5.9939,11.8478,4.3254,2.5965,0.8103,0.9536,"hi"
109,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",12.9712,6.5456,9.3679,6.8765,2.4017,0.625,0.9214,"hi"
110,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.3619,6.4518,10.3088,5.6548,2.5583,0.727,0.9371,"hi"
111,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.5227,6.4323,10.7072,5.0038,2.4231,0.7458,0.9386,"hi"
112,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.2487,6.2581,11.9772,5.5595,2.3471,0.699,0.9443,"hi"
113,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.8494,6.16,12.2236,5.4362,2.3069,0.7037,0.9471,"hi"
114,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",11.5192,5.7734,13.3757,6.1983,2.3662,0.6502,0.9207,"hi"
115,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.164,5.9259,12.6418,5.0947,2.5401,0.7691,0.9438,"hi"
116,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.5547,5.9969,11.9834,4.0653,2.6793,0.8349,0.9561,"hi"
117,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.0508,6.0601,12.0451,4.2698,2.6989,0.8186,0.9474,"hi"
118,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",10.7448,5.8278,12.7773,5.3454,2.5593,0.7487,0.9477,"hi"
119,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",8.0586,5.9517,12.0594,3.926,2.6135,0.8471,0.948,"hi"
120,"RoiMask_0_STL22_MAX_Maria_AFA4007_8-1.tif:0001-0001-0086:c:1/2 t:1/241 - 1 - Position 8.Project Maximum Z",9.8615,6.0951,11.2149,5.3545,2.345,0.7243,0.951,"hi"
