 ,Label,Area,X,Y,XM,YM,Perim.,Major,Minor,Angle,Circ.,Slice,AR,Round,Solidity
227,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0224-0001-0086:c:1/2 t:224/241 - 1 - Position 9.Project Maximum Z,3.5332,7.3451,9.5335,7.3451,9.5335,6.9047,2.3574,1.9083,70.2697,0.9313,224,1.2353,0.8095,0.9435
228,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0224-0002-0144:c:1/2 t:224/241 - 1 - Position 9.Project Maximum Z,3.9446,5.6302,15.9257,5.6302,15.9257,7.5002,2.4770,2.0276,63.4926,0.8812,224,1.2216,0.8186,0.9395
229,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0225-0001-0081:c:1/2 t:225/241 - 1 - Position 9.Project Maximum Z,3.5937,7.4498,8.9946,7.4498,8.9946,6.9691,2.4020,1.9049,70.4993,0.9298,225,1.2609,0.7931,0.9474
230,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0225-0002-0146:c:1/2 t:225/241 - 1 - Position 9.Project Maximum Z,4.3439,5.3188,16.2942,5.3188,16.2942,8.1869,2.8044,1.9722,51.7197,0.8144,225,1.4219,0.7033,0.9253
231,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0226-0001-0077:c:1/2 t:226/241 - 1 - Position 9.Project Maximum Z,3.6542,7.3496,8.5447,7.3496,8.5447,7.0335,2.3837,1.9519,94.1214,0.9282,226,1.2212,0.8189,0.9408
232,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0226-0002-0154:c:1/2 t:226/241 - 1 - Position 9.Project Maximum Z,4.2350,5.1518,17.0808,5.1518,17.0808,7.7469,2.6428,2.0403,53.8024,0.8868,226,1.2953,0.7720,0.9485
233,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0227-0001-0074:c:1/2 t:227/241 - 1 - Position 9.Project Maximum Z,4.2471,7.2006,8.0913,7.2006,8.0913,7.5913,2.6400,2.0484,113.1830,0.9261,227,1.2888,0.7759,0.9499
234,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0227-0002-0161:c:1/2 t:227/241 - 1 - Position 9.Project Maximum Z,4.7311,4.8280,17.7898,4.8280,17.7898,8.1225,2.6821,2.2460,52.7019,0.9011,227,1.1942,0.8374,0.9433
235,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0228-0001-0069:c:1/2 t:228/241 - 1 - Position 9.Project Maximum Z,4.1140,7.0827,7.6799,7.0827,7.6799,7.5647,2.5453,2.0579,104.5913,0.9034,228,1.2368,0.8085,0.9418
236,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0228-0002-0168:c:1/2 t:228/241 - 1 - Position 9.Project Maximum Z,4.4286,4.5361,18.4920,4.5361,18.4920,7.8380,2.6465,2.1306,57.9435,0.9059,228,1.2421,0.8051,0.9421
237,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0229-0001-0065:c:1/2 t:229/241 - 1 - Position 9.Project Maximum Z,4.0898,6.9437,7.1038,6.9437,7.1038,7.4358,2.5082,2.0761,114.7765,0.9295,229,1.2082,0.8277,0.9468
238,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0229-0002-0171:c:1/2 t:229/241 - 1 - Position 9.Project Maximum Z,4.6222,4.2431,18.8808,4.2431,18.8808,8.0313,2.5717,2.2884,63.7920,0.9005,229,1.1238,0.8898,0.9386
239,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0230-0001-0064:c:1/2 t:230/241 - 1 - Position 9.Project Maximum Z,4.2834,6.9723,7.0294,6.9723,7.0294,7.6558,2.6282,2.0751,117.0873,0.9184,230,1.2665,0.7896,0.9465
240,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0231-0001-0055:c:1/2 t:231/241 - 1 - Position 9.Project Maximum Z,4.1866,6.5107,6.0608,6.5107,6.0608,7.4358,2.5571,2.0846,116.7636,0.9515,231,1.2267,0.8152,0.9519
241,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0232-0001-0052:c:1/2 t:232/241 - 1 - Position 9.Project Maximum Z,4.4165,6.4317,5.7762,6.4317,5.7762,7.8113,2.7092,2.0757,116.4529,0.9096,232,1.3052,0.7662,0.9432
242,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0233-0001-0048:c:1/2 t:233/241 - 1 - Position 9.Project Maximum Z,4.8400,6.1397,5.3078,6.1397,5.3078,8.2513,2.9264,2.1058,121.2794,0.8933,233,1.3897,0.7196,0.9490
243,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0234-0001-0045:c:1/2 t:234/241 - 1 - Position 9.Project Maximum Z,4.8400,6.0027,5.0248,6.0027,5.0248,8.2136,2.8461,2.1652,122.4434,0.9015,234,1.3145,0.7608,0.9434
244,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0235-0001-0045:c:1/2 t:235/241 - 1 - Position 9.Project Maximum Z,4.7432,5.9723,4.9890,5.9723,4.9890,8.1602,2.8074,2.1512,120.3457,0.8951,235,1.3050,0.7663,0.9515
245,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0236-0001-0045:c:1/2 t:236/241 - 1 - Position 9.Project Maximum Z,4.9731,5.8143,4.9504,5.8143,4.9504,8.3158,2.8202,2.2452,123.6039,0.9037,236,1.2561,0.7961,0.9470
246,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0237-0001-0044:c:1/2 t:237/241 - 1 - Position 9.Project Maximum Z,4.7432,5.8395,4.9497,5.8395,4.9497,8.0313,2.6969,2.2393,128.0111,0.9241,237,1.2043,0.8303,0.9492
247,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0237-0002-0175:c:1/2 t:237/241 - 1 - Position 9.Project Maximum Z,4.4407,3.9817,19.3137,3.9817,19.3137,7.7202,2.5451,2.2216,34.9750,0.9363,237,1.1456,0.8729,0.9508
248,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0238-0001-0045:c:1/2 t:238/241 - 1 - Position 9.Project Maximum Z,4.4044,5.8820,4.9968,5.8820,4.9968,7.7202,2.5452,2.2033,119.5041,0.9286,238,1.1552,0.8657,0.9516
249,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0239-0001-0045:c:1/2 t:239/241 - 1 - Position 9.Project Maximum Z,4.3318,5.8733,4.9411,5.8733,4.9411,7.6558,2.4904,2.2146,115.6728,0.9288,239,1.1245,0.8893,0.9446
250,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0239-0002-0175:c:1/2 t:239/241 - 1 - Position 9.Project Maximum Z,4.2713,3.9960,19.2287,3.9960,19.2287,7.5269,2.5597,2.1246,27.6838,0.9474,239,1.2048,0.8300,0.9515
251,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0240-0001-0045:c:1/2 t:240/241 - 1 - Position 9.Project Maximum Z,4.8037,5.8343,4.9488,5.8343,4.9488,8.2136,2.6989,2.2662,123.5077,0.8948,240,1.1909,0.8397,0.9352
252,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0240-0002-0175:c:1/2 t:240/241 - 1 - Position 9.Project Maximum Z,4.9126,4.0437,19.2150,4.0437,19.2150,8.1225,2.7375,2.2849,32.2288,0.9357,240,1.1981,0.8347,0.9508
253,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0241-0001-0046:c:1/2 t:241/241 - 1 - Position 9.Project Maximum Z,4.6827,5.8500,5.0923,5.8500,5.0923,8.0313,2.5916,2.3006,128.2793,0.9123,241,1.1265,0.8877,0.9462
254,RoiMask_0_STL22_MAX_Maria_AFA4007_9-1.tif:0241-0002-0172:c:1/2 t:241/241 - 1 - Position 9.Project Maximum Z,4.7553,4.1524,18.9778,4.1524,18.9778,7.9669,2.6332,2.2994,44.5749,0.9415,241,1.1452,0.8732,0.9516
